,book,author,price
1389,หลงฮวาดอกไม้มังกร เล่ม 3,เหม่ยเหรินเจียว,252.00 บาท
1390,Night to need you too คืนปรารถนา วิวาห์วายร้าย,Way'h,261.00 บาท
1391,The Weapons Club คลับลับของลีอา,Asslyasfox,261.00 บาท
1392,เกมกลปฏิพัทธ์,กรรัมภา,342.00 บาท
1393,ปลูกรักปักข้างรั้ว,วาณี,270.00 บาท
1394,วิญญูชนจอมปลอม,ฉางเยว่,423.00 บาท
1395,ท่านอ๋องตัวร้าย กับ พระชายาปีศาจ,เปียนจิงหวางจื่อ,441.00 บาท
1396,ดวงจันทร์มั่นรัก,Lamerfan,432.00 บาท
1397,ปีกหงส์,ชลาลัย,283.50 บาท
1398,ท่านชีคก่อการรัก (ซีรี่ส์ชุด หวานใจชีค ลำดับที่ 1),กานต์มณี,274.50 บาท
1399,จับจองรัก,นศามณี,229.50 บาท
1400,ภรรยารักจอมมาร (ซีรี่ส์ชุด ผู้หญิงของฟรีเดล ลำดับที่ 2),วรินทร์นารี,229.50 บาท
1401,มาเฟียง้องอนรัก,รามิลยา,229.50 บาท
1402,ติวรักก่อนวิวาห์,รัตนเพทาย,285.30 บาท
1403,วิวาห์รักจอมเถื่อน (ซีรี่ส์ชุด เล่ห์วิวาห์ ลำดับที่ 2),พิรฏา,229.50 บาท
1404,มี่ฮวา,ชงเมิง,405.00 บาท
1405,ตัวประกอบสะท้านยุทธภพ,จอมยุทธ์สะดุดกระบี่,288.00 บาท
1406,กลรักบุปผาต้องห้าม,BJ.WisTria,386.10 บาท
1407,มารรัก,นันทินี,265.50 บาท
1408,จอมโจรราชนิกุล (ซีรี่ส์ชุด ยอดรักเจ้าชายทะเลทราย ลำดับที่ 2),กัณฑ์กนิษฐ์,274.50 บาท
1409,เหลียนฮวาสองภพ,จิ้นอิ๋ง,333.00 บาท
1410,จอมมาเฟียคลั่งรัก,ไอศิกา,238.50 บาท
1411,ฉันหวังให้สายลมพัดโชยมา,Ms.Zhang Dan Lin,513.00 บาท
1412,เพลิงรักวายุพรรษ (ซีรี่ส์ชุด เพลิงพ่ายใจ ลำดับที่ 4),รุ้งจันทรา,229.50 บาท
1413,ลำนำนกกระเรียนแห่งหวาถิง เล่ม 4 (เล่มจบ),เสวียหม่านเหลียงหยวน,243.00 บาท
1414,กำไลบุษบง,กุลมณี,233.10 บาท
1415,เลื่อมรองรัก,วาระวารี,276.30 บาท
1416,วิวาห์รั้นรัก,ดวงมาลย์,207.00 บาท
1417,บ่วงรักฉบับอนุบาล,พราวพุธ,225.00 บาท
1418,ชะตาร้าย ปรปักษ์รัก,จิลา,324.00 บาท
1419,หงส์สะบัดปีก,พลอยนพเก้า,279.00 บาท
1420,สัมพันธ์ลับ สัมผัสรัก,อัมริสา,342.00 บาท
1421,หอมกรุ่นกลิ่นกาแฟบนยอดดอย,ส่องแสงตะวันฉาย,315.00 บาท
1422,เมฆพรางรัก,ศิวารินทร์,283.50 บาท
1423,อุ่นรักหวานใจ (ซีรี่ส์ชุด The Wedding ลำดับที่ 2),รวีดารา,301.50 บาท
1424,แผนร้ายคุณหมอที่รัก (ซีรี่ส์ชุด คุ้มครองรัก ลำดับที่ 3),นศามณี,247.50 บาท
1425,นางฟ้าของอสูร,คุริญญา,215.10 บาท
1426,รวมเรื่องสั้น 3 ราคีบ่วงรัก-เล่ห์กลบ่วงรัก-เมียสำรองใต้อาณัติ,พิชญวดี,350.10 บาท
1427,ชทายาทไร้ใจ (ซีรี่ส์ชุด ยอดรักเจ้าชายทะเลทราย ลำดับที่ 1),กัณฑ์กนิษฐ์,274.50 บาท
1428,ซากุระสีชมพู,ชูวงศ์ ฉายะจินดา,261.00 บาท
1429,นางบำเรอแดนทราย (ซีรี่ส์ชุด จอมใจทะเลทราย ลำดับที่ 1),ณจันทร์นรา,206.10 บาท
1430,นายหัวรอรัก,พิมพ์ชนก,134.10 บาท
1431,เด็ดปีกนางโชว์,ดาหลา,89.10 บาท
1432,วิวาห์รักจอมร้าย (ซีรี่ส์ชุด เล่ห์วิวาห์ ลำดับที่ 1),พิรฏา,238.50 บาท
1433,ฮูหยินของท่านแม่ทัพ,ฟางซิน,269.10 บาท
1434,อดีตนางเอกขอทวงแค้น,คลุมพิรุณ,351.00 บาท
1435,วันหลัง,รพัด,342.00 บาท
1436,ข้าจะเป็นตัวประกอบที่เลิศที่สุดในแผ่นดิน เล่ม 1-2,ลี่เฟิ่ง,621.00 บาท
1437,นางฟ้าของเพลย์บอย,กานต์มณี,274.50 บาท
1438,เจ้าสาวตามสั่ง (ซีรี่ส์ชุด เจ้าสาวทะเลทราย ลำดับที่ 2),ไอศิกา,229.50 บาท
1439,ลำนำนกกระเรียนแห่งหวาถิง เล่ม 3,เสวียหม่านเหลียงหยวน,243.00 บาท
1440,คุณสามีช่างไม่น่ารักเอาเสียเลย,ลลลา,346.50 บาท
1441,ธาราหวนรัก,ระฆังเงิน,328.50 บาท
1442,พรพรหมห่มรัก,พิมพ์ณารากุล,258.30 บาท
1443,มาลัยสามชาย,ว.วินิจฉัยกุล,490.50 บาท
1444,เจ้าหลวงเถื่อน เล่ม 1-2 (2 เล่มจบ),โรซาน่า,576.00 บาท
1445,ในรอยภพ,แรม รติรมย์,378.00 บาท
1446,ในรอยเสน่หา,ชเล,252.00 บาท
1447,บุปผาในเงาจันทร์,กองบรรณาธิการ,386.10 บาท
1448,ลวงรักซาตานร้าย,หงส์,179.10 บาท
1449,ปิ้งรักหนุ่มหมาป่า เล่ม 2 (จบ),HARU KARUKI,63.00 บาท
1450,ปิ๊งรักหนุ่มหมาป่า,HARU KARUKI,63.00 บาท
1451,Last Notes ลาสท์ โน้ต (Box set เล่ม 1-3 จบ),SAKURAKOUJI Kanoko (ซากุระคูจิ คาโนโกะ),135.00 บาท
1452,ชายาเจ้าเสน่หา,ยูถิกา,332.10 บาท
1453,ทาสรักเจ้าชายมาเฟีย (ซีรี่ส์ชุด ทาสรักมาเฟีย ลำดับที่ 2),กานต์กันยา,292.50 บาท
1454,ทุ่งเสน่หา,จุฬามณี,405.00 บาท
1455,พันเพลงพิณ,หัสวีร์,243.00 บาท
1456,หยูเหวินหยา อนุต้องสาป,ปีกหงส์,261.00 บาท
1457,โบตั๋นเลือดมังกร,พยัคฆ์ขาว,261.00 บาท
1458,พิศวาสรักปรมินทร์ (ซีรี่ส์ชุด เทพบุตรชุดกาวน์),Pemii,314.10 บาท
1459,ชิงอวี้ นางมารข้ามภพ,อลียา,306.00 บาท
1460,ลำนำนกกระเรียนแห่งหวาถิง เล่ม 2,เสวียหม่านเหลียงหยวน,243.00 บาท
1461,หลงเงาพิศวาส,บุษบาพาฝัน,310.50 บาท
1462,เกศินดลยา,แอลลี่,180.00 บาท
1463,เลือน,Neraida,234.00 บาท
1464,เสน่หาวิชามาร,ธัญพิชชา,234.00 บาท
1465,อรุณรักษ์,หมูแดง,243.00 บาท
1466,ด้ายแดงลวงรัก,เหมยหมิ่น,207.00 บาท
1467,เงาร้ายอำพรางรัก,ฝูหลง,234.00 บาท
1468,ตีตรารักยอดดวงใจ (ซีรีส์ชุด คุณหมอขอรัก ลำดับที่ 1),คณิสร,312.30 บาท
1469,สาวใช้ของมาเฟีย,กัณฑ์กนิษฐ์,238.50 บาท
1470,CEO สั่งรัก,กานต์มณี,274.50 บาท
1471,สุภาพบุรุษพิฆาตรัก (ซีรี่ส์ชุด คุณหมอขอรัก ลำดับที่ 2),ม่านดาริกา,274.50 บาท
1472,วิวาห์มักง่าย,ฬีรดา,215.10 บาท
1473,เมียสั่งซื้อ,ธีรตี,229.50 บาท
1474,รักนะ คุณมาเฟีย,โรส,258.30 บาท
1475,ราคีร้ายรัก อชิระ,ณิการ์,278.10 บาท
1476,ลี่กวงกง,จินอวี้,321.30 บาท
1477,ภรรยาเถื่อนจอมอิทธิพล (ซีรี่สุชุด ผู้หญิงของฟรีเดล ลำดับที่ 1),วรินทร์นารี,215.10 บาท
1478,แผนร้ายมหาเศรษฐีมหาเศรษฐีเพลย์บอย (ซีรี่ส์ชุด ทายาทประธานาธิบดี),กัณฑ์กนิษฐ์,247.50 บาท
1479,ไฟรักบำเรอใจ,เพลงสายรุ้ง,134.10 บาท
1480,กิ่งเหมย ม่านมุก,Zezendya,324.00 บาท
1481,ม่านรักมายาใจ,นภาลัย ไผ่สีทอง,89.10 บาท
1482,ดับฝันมายาวี,ภานุมาศ ทักษณา,315.00 บาท
1483,บูรพา,ว.วินิจฉัยกุล,490.50 บาท
1484,รวมเรื่องสั้น ใจห้ามรัก-ใจหมายรัก,ลัลน์,247.50 บาท
1485,จากศัตรูสู่หัวใจ,ศตรัศมิ์,288.00 บาท
1486,ยินดีที่ได้พบกัน,ราตรี อธิษฐาน,346.50 บาท
1487,ย้อนศรรัก,อุมาริการ์,342.00 บาท
1488,สัญญาทาส,ปาริมาห์,89.10 บาท
1489,รักที่เธอลืม,ซ่อนกลิ่น,225.00 บาท
1490,มารดาอันดับหนึ่ง เล่ม 4 (จบ),minikikaboo,225.00 บาท
1491,เล่ห์รักแต้มใจ Love at first night,ภัคธร,234.00 บาท
1492,พิวาอธิษฐาน,อุณหภูมิปกติ,225.00 บาท
1493,ดวงใจศิขรินทร์,ลานีน,252.00 บาท
1494,บังคับรักจอมเผด็จการ,ปัณฑารีย์,247.50 บาท
1495,อดีตร้ายผูกรัก (ซีรี่ส์ชุด คุ้มครองรัก ลำดับที่ 2),นศามณี,247.50 บาท
1496,หวานใจ My Boss,Cookie Pie,267.30 บาท
1497,เล่ห์ร้ายสุภาพบุรุษอสูร (ซีรี่ส์ชุด สุภาพบุรุษร้าย ลำดับที่ 2),ณจันทร์นรา,215.10 บาท
1498,กฎเหล็กของสาวใช้คือห้ามหลงรักท่านแม่ทัพ เล่ม 1-2 (2 เล่มจบ),missty,630.00 บาท
1499,เพลย์บอยหวงรัก,กานต์มณี,274.50 บาท
1500,ราชสีห์ร้ายลวงรัก,ธีรปัทม์,143.10 บาท
1501,แผนรักประธานาธิบดี (ซีรี่ส์ชุด ทายาทประธานาธิบดี ลำดับที่ 1),กัณฑ์กนิษฐ์,265.50 บาท
1502,สามีอิมพอร์ต,วาณี,238.50 บาท
1503,ลุ้นรักวิวาห์หวาม (ซีรี่ส์ชุด หวามรักรัญจวนใจ Jewel of Love),พิชชากร,238.50 บาท
1504,ลุ้นรักวิวาห์ลวง,นันทินี,297.00 บาท
1505,ฆาตกรรมผีเสื้อราตรี เล่ม 3,AYA SHOUOTO,63.00 บาท
1506,ฆาตกรรมผีเสื้อราตรี เล่ม 4 (เล่มจบ),AYA SHOUOTO,63.00 บาท
1507,หลินซูเหยา เล่ม 2 (เล่มจบ),เหม่ยเหม่ย,206.10 บาท
1508,ประธานาธิบดี (ซีรี่ส์ชุด สุดท้ายที่เธอ ลำดับที่ 1),พรรณารา,301.50 บาท
1509,ภูผาซ่อนเมฆ,ส่องแสงตะวันฉาย,315.00 บาท
1510,ข้านี่แหละเจ้าพระยา เล่ม ๓,หลานยายบุปผา,320.40 บาท
1511,รักเล่ห์,ชูวงศ์ ฉายะจินดา,117.00 บาท
1512,ม่านบังใจ,ชูวงศ์ ฉายะจินดา,288.00 บาท
1513,วิวาห์รักเจ้าทะเลทราย (ซีรี่ส์ชุด เจ้าสาวทะเลทราย ลำดับที่ 1),ไอศิกา,229.50 บาท
1514,ดอกเบี้ยอสูร,ปิ่นมุก,89.10 บาท
1515,เจ้าสาวต้องห้าม (18+),บัวริน,134.10 บาท
1516,เล่ห์รักสยบใจ,ปิยะฉัตร,152.10 บาท
1517,จำแลงรักเล่ห์พิศวาส (พิมพ์ครั้งที่ 2),มิราด้า,134.10 บาท
1518,มหัศจรรย์รักนายนกกระจอกเทศ เล่ม 4,หานเยียน,252.00 บาท
1519,สาวแรกแย้มของซาตาน,มิราด้า,152.10 บาท
1520,เล่ห์รักสยบใจ,ปิยะฉัตร,152.10 บาท
1521,จำแลงรักเล่ห์พิศวาส (พิมพ์ครั้งที่ 2),มิราด้า,134.10 บาท
1522,หวังจางลี่,DekTaiNaja,296.10 บาท
1523,ในโลกใหม่ ข้าคือผู้ช่วยวายร้าย,กัญฉัตร,332.10 บาท
1524,วิวาห์ร้างใจ,baiboau (ใบบัว),287.10 บาท
1525,วิวาห์นอกหัวใจ,baiboau (ใบบัว),287.10 บาท
1526,มนตรากาล,จุฑารัตน์,243.00 บาท
1527,เลขาฯ ลาพักร้อน A Love's Vacation,วาณี,252.00 บาท
1528,ร้ายแสนรัก,เจ้าเอย,270.00 บาท
1529,ทุกอณูฤทัย,ของขวัญกล่องเล็ก,261.00 บาท
1530,คุณแม่มาเฟีย,สลิลา,252.00 บาท
1531,ศักราชประดิษฐ์,ไพรัตน์ ยิ้มวิลัย,256.50 บาท
1532,วิวาห์ตัวสำรอง,baiboau (ใบบัว),287.10 บาท
1533,วิวาห์ชัง,baiboau (ใบบัว),287.10 บาท
1534,แล้วฉันจะกลับมา,อิชิคาวะ ทาคุจิ,243.00 บาท
1535,ปล้นรักโรมิโอ,นิมมานรดี,292.50 บาท
1536,เพลิงพยศสยบรัก (ซีรี่ส์ชุด เพลิงพ่ายใจ ลำดับที่ 3),รุ้งจันทรา,247.50 บาท
1537,คนรักของมาเฟีย (ซีรี่ส์ชุด อาณาจักรมาเฟีย ลำดับที่ 5),กัณฑ์กนิษฐ์,265.50 บาท
1538,พินัยกรรมเล่ห์รัก,ลิลลา,359.10 บาท
1539,สิทธิ์จะรัก,วิรา,229.50 บาท
1540,มาเฟียรัตติกาล,ดาหลา,134.10 บาท
1541,บ่วงสวาทซาตานร้าย,ไอริส,89.10 บาท
1542,แม่สื่อมาเฟีย (ซีรี่ส์ชุด อาณาจักรมาเฟีย ลำดับที่ 4),กัณฑ์กนิษฐ์,247.50 บาท
1543,หัวใจในม่านหมอก,จันทร์ ธันวา,342.00 บาท
1544,คุณสามีที่รัก,ณิวาริน,215.10 บาท
1545,หัวใจธารา,ภณิตา,238.50 บาท
1546,อาชาพนาลี,แอลลี่,324.00 บาท
1547,เงารักอสุรา,มี่เยี่ยน,350.10 บาท
1548,ฮูหยินของข้า เล่ม 1,คิมหันต์ราตรี,269.10 บาท
1549,CEO เกี้ยวรัก,เลิศมณี,269.10 บาท
1550,ฮูหยินของข้า เล่ม 2,คิมหันต์ราตรี,278.10 บาท
1551,พราก เล่ม 1-2 (Box set 2 เล่มจบ),วรศิษฏ์,621.00 บาท
1552,ฆาตกรรมผีเสื้อราตรี เล่ม 2,AYA SHOUOTO,63.00 บาท
1553,ทาสรักเจ้าพ่อเพลย์บอย,ดาหลา,134.10 บาท
1554,รักวุ่นวายของนายตัวร้ายกับยัยตัวแสบ เล่ม 1-3 (3 เล่มจบ),Yuki SHIRAISHI (ยูกิ ชิราอิชิ),189.00 บาท
1555,ฆาตกรรมผีเสื้อราตรี 1,AYA SHOUOTO,63.00 บาท
1556,ลำนำนกกระเรียนแห่งหวาถิง เล่ม 1,เสวียหม่านเหลียงหยวน,243.00 บาท
1557,เสน่ห์รักสุภาพบุรุษอันตราย (ซีรี่ส์ชุด สุภาพบุรุษร้าย ลำดับที่ 1),ณจันทร์นรา,238.50 บาท
1558,มังกรหลงเงา,กานติมา,315.00 บาท
1559,สะพานสายรุ้ง,วราภา,333.00 บาท
1560,พยศร้ายหัวใจเถื่อน (ซีรี่ส์หัวใจเถื่อนลำดับที่ 2),มาลีรินทร์,332.10 บาท
1561,นักรักในฝัน MOTORCYCLE MAN (นิยายชุด ดรีมแมน เล่ม 4),คริสเตน แอชลีย์,378.00 บาท
1562,กะรัตดาว 1-2 (2 เล่มจบ),ภาพิมล,450.00 บาท
1563,สายใยร้ายเล่ห์,พุดแก้ว,297.00 บาท
1564,ยั่วพิศวาสมาเฟีย (ซีรี่ส์ชุด มาเฟียยอดดวงใจ ลำดับที่ 2),มณินทร,265.50 บาท
1565,กรรมสิทธิ์รักจอมเถื่อน (ซีรี่ส์ชุด กรรมสิทธิ์รัก ลำดับที่ 3),กานต์มณี,274.50 บาท
1566,อุบัติเหตุแห่งหัวใจ,กรุง ญ ฉัตร,261.00 บาท
1567,"ชุด นิยายสายลับ 3 ปก (สายลับลิปกลอส , สายลับไวท์โรส , สายลับอายแชโดว์)",รอมแพง,346.50 บาท
1568,ชุด บุพเพสันนิวาส + พรหมลิขิต  โดย รอมแพง (ละครช่อง 3),รอมแพง,526.50 บาท
1569,พรหมลิขิต โดย รอมแพง (ละครช่อง 3),รอมแพง,270.00 บาท
1570,มหัศจรรย์รักนายนกกระจอกเทศ เล่ม 2,หานเยียน,252.00 บาท
1571,มหัศจรรย์รักนายนกกระจอกเทศ เล่ม 1,หานเยียน,252.00 บาท
1572,จุมพิตเหมันต์ Kiss of Snow เล่ม 10 ชุด พลังแห่งรัก,Nalini Singh,378.00 บาท
1573,เจ้าสาวแมคเกรเกอร์ The Macgregro Brides,Nora Roberts (นอรา โรเบิตส์),265.50 บาท
1574,เพียงพอวา,ใกล้ขวัญ,285.30 บาท
1575,เงารักอำพรางใจ,นาคาลัย,243.00 บาท
1576,พยัคฆ์ร้ายซ่อนลาย,เก้าแต้ม,342.00 บาท
1577,หงส์เกี้ยวมังกร,Little Wiccan,279.00 บาท
1578,เล่ห์โอบรัก,จรสจันทร์,306.00 บาท
1579,พริ้งพราว,พัพพุ,351.00 บาท
1580,รักจงรัก(ษ์),ลักษณะปรีชา,252.00 บาท
1581,แผนรบ...สยบรัก,เมญาณี,270.00 บาท
1582,บอกข้าหน่อย ฮองเฮานี่ใช่เมียหลวงไหม,กัวอวี้,359.10 บาท
1583,ชนวนรัก สะท้านทรวง,คลุมพิรุณ,333.00 บาท
1584,อยากกู่ร้องบอกรักให้ก้องโลก,Kyoichi Katayama,269.10 บาท
1585,รักในโลกพิศวง,ฮิงาชิโนะ เคโงะ (Keigo Higashino),346.50 บาท
1586,ระอุรักเจ้าทะเลทราย (ซีรี่ส์ชุด ดวงใจเจ้าทะเลทราย ลำดับที่ 2),นศามณี,247.50 บาท
1587,มลอนธการ (18+),นิลญมณี,332.10 บาท
1588,ร่มไม้ใบบาง,ว.วินิจฉัยกุล,355.50 บาท
1589,วังวนพิษบุพชาติ พญาไร้ใบ,Poydswat,315.00 บาท
1590,เธอ...ที่รักของหัวใจ,ชาณา,360.00 บาท
1591,ดวงใจไร้รัก,เบญจมาศโรยรา,243.00 บาท
1592,ปลายเทียน,แก้วเก้า,445.50 บาท
1593,ท่านหญิงน้อย,จิ้นอิ๋ง,288.00 บาท
1594,สื่อรักหลังไมค์,ชบาไพร,274.50 บาท
1595,Value Box ดอกไม้ลายพยัคฆ์,ฉัตรฉาย,260.10 บาท
1596,ณ กลางใจรัก,ณภากาศ,328.50 บาท
1597,เจ้าบ่าวตัวสำรอง,ชเล,261.00 บาท
1598,แรดฤทัยมังกร,Lucia & ลูเซีย,342.00 บาท
1599,เริงสวาทคาสโนว่า,ดาหลา,134.10 บาท
1600,เริงสวาทคาสโนว่า,ดาหลา,134.10 บาท
1601,ทาสฤทธิ์พิศวาส,โอบขวัญ,229.50 บาท
1602,หวานใจเจ้าทะเลทราย (ซีรี่ส์ชุด ดวงใจเจ้าทะเลทราย ลำดับที่ 1),ไอศิกา,238.50 บาท
1603,บูรพาพ่ายรัก (ซีรี่ส์ชุด มหาเศรษฐีบ้านไร่ ลำดับที่ 1),กัณฑ์กนิษฐ์,265.50 บาท
1604,บ่วงรักอสุรา,อยุทธ์,342.00 บาท
1605,ตำรับรักจอมนาง เล่ม 1,กุลิสรา,324.00 บาท
1606,สามชาติ สองภพ จบปรารถนา,เหลียนฮวาสีชมพู,333.00 บาท
1607,เต่ากินผักบุ้ง,กรุง ญ.ฉัตร,252.00 บาท
1608,เหนือเล่ห์รักร้อนแรง,ติกาหลัง,247.50 บาท
1609,ยอดรักจอมทัพ (ซีรี่ส์ชุด มหาเศรษฐีบ้านไร่ ลำดับที่ 2),ปัณฑารีย์,265.50 บาท
1610,จอมทัพสติกซซ์ PART 2,เชอริลีน เคนยอน,378.00 บาท
1611,จอมทัพสติกซซ์ PART 1,เชอริลีน เคนยอน,378.00 บาท
1612,สลักรักแดนทราย (ซีรี่ส์ชุด แดนทรายซ่อนรัก ลำดับที่ 2),วรินทร์นารี,229.50 บาท
1613,Speed ซิ่งใจไปหารัก,ทะเลสีขาว,279.00 บาท
1614,ตราบาปอสูร,พิชชากร,377.10 บาท
1615,บังเอิญเดินสะดุดรัก,อริมา,306.00 บาท
1616,เล่ห์มธุรส,จำปีดา,288.00 บาท
1617,PR กับ มาเฟีย,Asslyasfox,315.00 บาท
1618,วรรัก,มิณรญา,279.00 บาท
1619,ถ่านไฟเดียว,ปราปต์,225.00 บาท
1620,หนึ่งถ้อยร้อยรัก,ธุวัฒธรรพ์,189.00 บาท
1621,คิวรัก...หมายเลขหนึ่ง,กัลฐิดา,234.00 บาท
1622,ADRIFT รักเธอฝ่าเฮริเคน,"ทามี่ โอลด์แอม แอชคราฟท์,ซูซี่",225.00 บาท
1623,ในอ้อมกอดดาว (ซีรี่ส์ชุด อ้อมกอดรัก ลำดับที่ 2),รามิลยา,247.50 บาท
1624,กรรมสิทธิ์รักวายร้าย (ซีรี่ส์ชุด กรรมสิทธิ์รัก ลำดับที่ 2),กานต์มณี,283.50 บาท
1625,ทูนหัวของมาเฟีย (ซีรี่ส์ชุด อาณาจักรมาเฟีย ลำดับที่ 3),กัณฑ์กนิษฐ์,274.50 บาท
1626,เมื่อใบไม้ทักทายดาว Where the Forest Meets the Stars,เกลนดี้ แวนเดอราห์,269.10 บาท
1627,มัจจุราชลวงรัก,ชวนพร,134.10 บาท
1628,กามเทพคุกคามรัก,วิรัญชนา,292.50 บาท
1629,"สองเรา เจ็บปวด เปราะบาง It's Blue, It Hurts, It's Fragile",Sumino Yoru (ซูมิโนะ โยรุ),341.10 บาท
1630,เหมยฮวาบัญชาการ,จิ้นอิ๋ง,333.00 บาท
1631,ลับพรางใจ,พิชญวดี,260.10 บาท
1632,Song ท่วงทำนองรัก,ภาพิมล,270.00 บาท
1633,เพียงจันทร์พราวแสง,ระวิวรินทร์,279.00 บาท
1634,โซ่รักร้อยดวงใจ,เมษาริน,297.00 บาท
1635,ละอองใจในม่านเพลิง,พิชญวดี,260.10 บาท
1636,ปริศนารักเจ้าพ่อ,ดาหลา,89.10 บาท
1637,จอมมารร้อยกลรัก (ซีรี่ส์ชุด เล่ห์รักร้อยใจ ลำดับที่ 3),ณจันทร์นรา,229.50 บาท
1638,คู่กัดมาเฟีย (ซีรี่ส์ชุด อาณาจักรมาเฟีย ลำดับที่ 2),กัณฑ์กนิษฐ์,247.50 บาท
1639,มหาเศรษฐีล่ารัก,ไอศิกา,238.50 บาท
1640,Night to need you คืนปรารถนา วิวาห์สลับรัก,Way'h,342.00 บาท
1641,ร่ายรัก (20+),คีตาภัทร,306.00 บาท
1642,มารดาอันดับหนึ่ง เล่ม 1,minikikaboo,261.00 บาท
1643,ชะตารักพิศวาสร้าย,จิลา,396.00 บาท
1644,เมื่อหัวใจขยับปีก Wings of Heart,ซ่อนกลิ่น,252.00 บาท
1645,The Cutest Devil คนน่ารักสุดท้ายร้ายที่สุด,พราวพริ้ม (พลิ้วอ่อน),333.00 บาท
1646,ของหวง,พราวพริ้ม (พลิ้วอ่อน),346.50 บาท
1647,พ่ายสวาทคุณหมอร้อยเล่ห์,ธีร์วรา,143.10 บาท
1648,สองนรี,พัดชา,360.00 บาท
1649,ชายาป่วนวัง ซูหวังเฟย,เหอไป๋ซิง,276.30 บาท
1650,กรงรักเทพบุตรร้าย (ซีรี่ส์ชุด เพลย์บอยพ่ายรัก ลำดับที่ 2),ณัฐวรา,274.50 บาท
1651,เร้นใจใต้ร่มรัก,ซือซิง,445.50 บาท
1652,สาวจอมคลั่งป่วนวังข้ามมิติ เล่ม 1-2 (2 เล่มจบ),เยว่กวงไหน่ไน,630.00 บาท
1653,รักสุดจิต,เชอริณ,324.00 บาท
1654,บ่วงเสน่ห์เล่ห์ร้าย นิยายชุด เรฟเนลล์ Devil's Daughter,ลิซ่า เคลย์แพส,265.50 บาท
1655,จอมวายร้ายคุ้มครองรัก (ซีรี่ส์ชุด คุ้มครองรัก ลำดับที่ 1),นศามณี,247.50 บาท
1656,นิยาย เจรจาต่อ-ตาย ตอน อัตตา,Tiara,197.10 บาท
1657,เล่ห์ลวงบ่วงพิศวาส,บุษบาพาฝัน,328.50 บาท
1658,คู่กรรม ภาค1 (เล่ม 1-2),ทมยันตี,576.00 บาท
1659,เพื่อนสนิทมาเฟีย (ซีรี่ส์ชุด อาณาจักรมาเฟีย ลำดับที่ 1),กัณฑ์กนิษฐ์,265.50 บาท
1660,สุภาพบุรุษบงการรัก,เพลงขวัญ,315.00 บาท
1661,ตะกายดาว,โม พิมพ์พลอย,265.50 บาท
1662,เมื่อใจผมรัก When I fall in love,ฉัตรดารา,267.30 บาท
1663,เมียแทนหนี้,วรดร,278.10 บาท
1664,มารร้ายเกี้ยวรัก,เชียนหลัน,135.00 บาท
1665,กระซิบสวาสดิ์,ชุติมันต์,270.00 บาท
1666,กรรมสิทธิ์รักทมิฬ (ซีรี่ส์ชุด กรรมสิทธิ์รัก ลำดับที่ 1),กานต์มณี,274.50 บาท
1667,ฟ้าพยับ,ชูวงศ์ ฉายะจินดา,270.00 บาท
1668,เก็บหอมรอมรัก,พิมพ์ณารากุล,247.50 บาท
1669,ดอกไม้สีม่วง,วราภา,405.00 บาท
1670,เพชรร้าว (พิมพ์ครั้งที่ 13),ชูวงศ์ ฉายะจินดา,486.00 บาท
1671,เงาอำพราง SHADOW WOMAN,ลินดา โฮเวิร์ด,247.50 บาท
1672,หลักหัวใจ,พุดแก้ว,360.00 บาท
1673,หิมะพร่างรัก,ภัคธร,216.00 บาท
1674,ยุทธการครองใจดาว,กรกานท์,252.00 บาท
1675,ทวงใจสุดปลายฟ้า,อักษรา,288.00 บาท
1676,กำราบรักจอมอสูร,กาสร,252.00 บาท
1677,ยอดพธูคู่หทัย,วาณี,207.00 บาท
1678,บุปผากลางใจ,เฟิ่งหลิน,360.00 บาท
1679,สายสืบดิลิเวอรี่,กันยามาส,369.00 บาท
1680,ทะเลทรายแห่งรัก+กากีสีดอกรัก ชุดที่ 3,รวมนักเขียน,89.10 บาท
1681,บุษบาเร้นรัก+ร้อนรักมาเฟียร้าย ชุดที่่ 2,รวมนักเขียน,89.10 บาท
1682,ดิเอโก้ DIEGO (The Casanova ลำดับที่ 5),คณิสร,301.50 บาท
1683,พ่ายรักนายหัวร้าย (ซีรี่ส์ชุด นายหัวที่รัก ลำดับที่ 3),พรรณารา,283.50 บาท
1684,อุบายรักร้าย (ซีรี่ส์ชุด เจ้าสาวของอสูร ลำดับที่ 5),พิรฏา,229.50 บาท
1685,สองรักสองเสน่หา+ประมูลรักนางโลม ชุดที่ 1 (18+),รวมนักเขียน,89.10 บาท
1686,ไคอัส CAIUS (The Casanove ลำดับที่ 4),รายาฤดี,312.30 บาท
1687,คลินท์ CLINT (The Casanova ลำดับที่ 3),ม่านดาริกา,265.50 บาท
1688,บำเรอรักจอมวายร้าย,เวฬุฬี,143.10 บาท
1689,ปฏิบัติการรักต้องรอด LOVE WILL KEEP US ALIVE,ณารา,351.00 บาท
1690,ภรรยาแถมรัก,โอบขวัญ,247.50 บาท
1691,ไทกริส (TIGRIS) The Casanova ลำดับที่ 2,กัณฑ์กนิษฐ์,247.50 บาท
1692,อ้อมกอดเหนือสมุทร,รามิลยา,265.50 บาท
1693,ตำราเกี้ยวสตรีฉบับท่านแม่ทัพ,ซิงซิน,247.50 บาท
1694,เอริค ERIK (The Casanova ลำดับที่ 2),ปัณฑารีย์,238.50 บาท
