,book,author,price
434,ชมรมคนมีสัมผัสพิเศษ ตอน หลงใหลใฝ่ฝัน,อลินา,117.00 บาท
435,การินการ์ตูน23(คดี 9) บทจบ ต.สาปลัทธิโลก,อัยย์,58.50 บาท
436,การิน ปริศนาคดีอาถรรพ์ คดีที่ 8 บทแรก : ผู้ตามล่าวิถีมรณะ (การ์ตูน),อัยย์,58.50 บาท
437,Mystery Spot วงกตฆาตกรรม,ปองวุฒิ,161.10 บาท
438,การิน ปริศนาคดีอาถรรพ์ ภาคหัวใจสีดำ ตอนที่ 1 พิธีเปลี่ยนชีพ,อัยย์,206.10 บาท
439,พันธุ์โหดโคตรอันตราย (Psychopath),ยาพิตร,162.00 บาท
440,รักแท้เหนือกาลเวลา: รอยรักเรือนแรม,ภาคินัย,229.50 บาท
441,The Paint จิต(ฆาต)กร,RabbitRose,152.10 บาท
442,Surgery ผ่าพยาบาท,ริญญา ทวีสกุล,152.10 บาท
443,Bloody Honeymoon : Promise พรายนครา,มายาโรส,197.10 บาท
444,Deal สัญญาหลอนซ่อนมรณะ,ปองวุฒิ,161.10 บาท
445,Justice พิพากษามรณะ,ปริชญา,152.10 บาท
446,Fate เวรกรรม,รวมนักเขียน,152.10 บาท
447,Bloody Honeymoon : Wish ฆาตอธิษฐาน,ปริชญา,157.50 บาท
448,การิน ปริศนาคดีอาถรรพ์ คดีที่ 0 บทสูญ (SUMMARY DF ZERO),อัยย์,89.10 บาท
449,การิน ปริศนาคดีอาถรรพ์ คดีที่ 6 บทจบ กวีวิฬาร์อาฆาต,อัยย์,67.50 บาท
450,การิน ปริศนาคดีอาถรรพ์ คดีที่ 13 บทจบ หลอนคฤหาสน์หุ่นพยนต์,อัยย์,67.50 บาท
451,การิน ปริศนาคดีอาถรรพ์ คดีที่ 6 บทแรก กวีวิฬาร์อาฆาต,อัยย์,67.50 บาท
452,ชุดผู้ชนะสิบทิศ (4เล่ม),ยาขอบ,720.00 บาท
453,มายาพิศวาส,จินตวีร์ วิวัธน์(จินตนา ปิ่นเฉลียว),441.00 บาท
454,พลิกรหัสสั่งตาย,Robert J.Grimmes,108.00 บาท
455,ฆาตกรรมกลางทะเล,วินทร์ เลียววาริณ,144.00 บาท
456,คดีเจ็ดแพะ,วินทร์ เลียววาริณ,175.50 บาท
457,คดีผีนางตะเคียน,วินทร์ เลียววาริณ,153.00 บาท
458,หอพักวิญญาณเฮี้ยน,ทวิวัฒน์,157.50 บาท
459,การิน ปริศนาคดีอาถรรพ์ คดีที่ 6 บทจบ : กวีวิฬาร์อาฆาต (การ์ตูน),อัยย์,58.50 บาท
460,การิน ปริศนาคดีอาถรรพ์ คดีที่ 7 บทกลาง : บายศรีสังหาร (การ์ตูน),อัยย์,58.50 บาท
461,การิน ปริศนาคดีอาถรรพ์ คดีที่ 7 บทแรก : บายศรีสังหาร (การ์ตูน),อัยย์,58.50 บาท
462,การิน คดีที่ 13 บทกลาง ตอน คฤหาสน์หุ่นพยนต์,อัยย์,67.50 บาท
463,สาวน้อยเกวลิน 4 ตอนบักสีดา,อลินา,116.10 บาท
464,ร้านหลอนออนไลน์ 3 ตอนปฏิมากรรม,ข้าเจ้า,130.50 บาท
465,พลิกแฟ้ม ผีชีวะ,Thai Gamer Networks,179.10 บาท
466,Karma ตัดกรรมต่อตาย,ปองวุฒิ,166.50 บาท
467,เพชฌฆาตคนสุดท้าย,เชาวเรศน์ จารุบุณย์,112.50 บาท
468,THE LAST SUPPER PART 1 ทฤษฏีลับ อาหารมื้อสุดท้าย,Complicated,225.00 บาท
469,รักแท้เหนือกาลเวลา: ร่มรักเรือนใจ,อาพัชรินทร์,166.50 บาท
470,จงเป็นศพเป็นศพเถิด : รอยอาฆาต,เจนศิลป์,211.50 บาท
471,จงเป็นศพเป็นศพเถิด : รักสลักตาย,เดือนสิงห์,166.50 บาท
472,จงเป็นศพเป็นศพเถิด : เล่ห์ลายเลือด,เตมัน,175.50 บาท
473,จิตจักรพรรดิ ตอนโลกาวินาศ,ดังตฤณ,89.10 บาท
474,สางนางพราย,พลอยฝน,175.50 บาท
475,มั่ง มี ศรี ศพ,ภาคินัย,180.00 บาท
476,SECRET โรงเรียนซ่อนผี,RabbitRose,157.50 บาท
477,ทศฆาต,รวมนักเขียน,229.50 บาท
478,เพลิงผีฟ้า,อาพัชรินทร์,157.50 บาท
479,SUICIDE โรงเรียนกินศพ,RabbitRose,157.50 บาท
480,SUICIDE โรงเรียนกินศพ,RabbitRose,157.50 บาท
481,สถานีผีสิง,พิมพ์พะยอม,166.50 บาท
482,Freshy รุ่นน้อง,วิศิษฏ์ ศาสนเที่ยง,216.00 บาท
483,การิน BlaCX เล่ม 6 ปริศนาอาถรรพ์ สีดำ,อัยย์,152.10 บาท
484,บ่วงพยากรณ์,ฌายา,247.50 บาท
485,คฤหาสน์ดำ,จินตวีร์ วิวัธน์(จินตนา ปิ่นเฉลียว),351.00 บาท
486,การิน คดีที่ 13 บทแรก หลอนคฤหาสน์หุ่นพยนต์,อัยย์,67.50 บาท
487,นาคี,ตรี อภิรุม,445.50 บาท
488,Freshy ปีหนึ่งท้าวิญญาณ,ตรีนัยน์,152.10 บาท
489,Friendship ผีร่วมรุ่น (DIE YOUNG),กวิตา,152.10 บาท
490,Always เรือนร่มงิ้ว,ภาคินัย,251.10 บาท
491,การิน คดีที่ 5 บทกลาง สะพานข้ามอัสดงแห่งความตาย,อัยย์,67.50 บาท
492,การิน ปริศนาคดีอาถรรพ์ คดีที่ 5 บทจบ สะพานข้ามอัสดงแห่งความตาย,อัยย์,67.50 บาท
493,การิน คดีที่ 5 บทแรก สะพานข้ามอัสดงแห่งความตาย,อัยย์,67.50 บาท
494,ผีหลอก,สรจักร ศิริบริรักษ์,162.00 บาท
495,การิน ภาค 2 ล.7 ตะปูตอกโลงผี,อัยย์,197.10 บาท
496,ทัณฑ์ ฆาตกรรมอำมหิต,วรเทพ จำรูญนุรักษ์,135.00 บาท
497,การิน ปริศนาคดีอาถรรพ์ คดีที่ 7 บทจบ : บายศรีสังหาร (การ์ตูน),อัยย์,58.50 บาท
498,Alice's Apple เกม ลวง ตาย 1,ฟารา,179.10 บาท
499,คำสารภาพของฆาตกร (The Diary),แว่นฟ้า,126.00 บาท
500,ภวังค์,จินตวีร์ วิวัธน์(จินตนา ปิ่นเฉลียว),355.50 บาท
501,การิน ปริศนาคดีอาถรรพ์ คดีที่4 บทแรก พิพิธภัณฑ์คนบาป,อัยย์,67.50 บาท
502,การิน ปริศนาคดีอาถรรพ์ คดี 4 บทจบ พิพิธภัณฑ์คนบาป,อัยย์,67.50 บาท
503,การิน ปริศนาคดีอาถรรพ์ คดีที่ 4 บทกลาง พิพิธภัณฑ์คนบาป,อัยย์,67.50 บาท
504,13 หลอน ฆ่า อาฆาต,รวมนักเขียน,215.10 บาท
505,อาถรรพ์ลูกเทพ,รวมนักเขียน,143.10 บาท
506,ฆาตกรรมจักรราศี (ปกใหม่),วินทร์ เลียววาริณ,229.50 บาท
507,ปริศนามาเลศ คดีที่ 6 ตอน ประภาคารอาถรรพณ์,พงศกร,189.00 บาท
508,ปริศนามาเลศ คดีที่ 5 ตอน คีตสังหาร,พงศกร,189.00 บาท
509,ปริศนามาเลศ คดีที่4  ตอน ปมไหมมรณะ,พงศกร,162.00 บาท
510,ปริศนามาเลศ 3 ตอน เคหาสน์เชือดใจ,พงศกร,207.00 บาท
511,ปริศนามาเลศ คดีที่ 2 ตอน มาลีสีเลือด,พงศกร,198.00 บาท
512,ปริศนามาเลศ คดีที่ 1 ตอน ทะเลราตรี,พงศกร,180.00 บาท
513,Social die : Seven Sins ภวังค์หลอน,ปริชญา,180.00 บาท
514,Social die : PHUB ถวิล,ภาคินัย,211.50 บาท
515,Dead Line โกหกต้องตาย,RabbitRose,161.10 บาท
516,Social die : Tweet Trace ภาพลวงตาย,ธุวัฒธรรพ์,157.50 บาท
517,Garin x Cuardian ภาค: อสูร x ผู้พิทักษ์ x อาถรรพ์,รวมนักเขียน Punica,305.10 บาท
518,การิน คดี 12 บทจบ สาปนาฏกรรมฯ,อัยย์,67.50 บาท
519,แทบหัตถ์เทวี,จินตวีร์ วิวัธน์(จินตนา ปิ่นเฉลียว),108.00 บาท
520,สาบนรสิงห์ 1-2 (2 เล่มจบ),จินตวีร์ วิวัธน์(จินตนา ปิ่นเฉลียว),621.00 บาท
521,Lottery สลากกินแบ่งวิญญาณ,ก้าวไกล,157.50 บาท
522,การิน คดี 3 บทจบ เกมลองของฯ (C/P),อัยย์,67.50 บาท
523,การิน คดี 3 บทแรก เกมลองของฯ (C/P),อัยย์,67.50 บาท
524,ดำรงประเทศ,เวทางค์,171.00 บาท
525,การิน คดี 0.2 บทพิเศษ คำสัญญา (C/P),อัยย์,89.10 บาท
526,ชุด Box Set ขุนศึก ฉบับสมบูรณ์,ไม้ เมืองเดิม,"1,525.50 บาท"
527,จิตจักรพรรดิ ตอนมาเฟียพลังจิต,ดังตฤณ,89.10 บาท
528,Crying Melody ดวงตารัตติกาล,อาพัชรินทร์,166.50 บาท
529,พรายปีศาจ,มิรายญิ์,133.00 บาท
530,สัตวนิยาย,ส.พลายน้อย,234.00 บาท
531,เกมล่าชีวิต,ซูซานน์ คอลลินส์,220.50 บาท
532,ไอ้เก้านิ้ว พิศวาสฆาตกรรมอำพราง,สมเกียรติ พ่วงทรัพย์,139.50 บาท
533,นอนไม่หลับ,กองบรรณาธิการ,89.10 บาท
534,6 ลวงหลอน,ซาตานผูกเนกไทด์,89.10 บาท
535,ผู้ชนะสิบทิศ (ฉบับอ่านเอาเรื่อง),ช่วย เพิ่มพูน,342.00 บาท
536,สวรรค์ปิด,ฉัตรนคร องคสิงห์,171.00 บาท
537,กงล้อแห่งโชคชะตา ปี 1 ตอนคดีฆาตกรรม 12 นักษัตร,กุสุมาลย์,90.00 บาท
538,The History รหัสมนุษย์ เปิดปมปริศนา,PT.Naked killer,188.10 บาท
539,แจ๊ค เดอะ ริปเป้อร์:ต้นแบบฆาตกรต่อเนื่อง,กอบกุล,180.00 บาท
540,การิน คดี 2 บทจบ ขบวนแห่ภูตป่าฯ (C/P),อัยย์,67.50 บาท
541,การิน คดี 2 บทแรก ขบวนแห่ภูตป่าฯ (C/P),อัยย์,67.50 บาท
542,7 สยองในโรงเรียน,Snake Russell (สเน็ค รัสเซล),135.00 บาท
543,การิน ปริศนาคดีอาถรรพ์ คดีที่ 4 บทแรก : พิพิธภัณฑ์คนบาป (การ์ตูน),อัยย์,58.50 บาท
544,การิน ปริศนาคดีอาถรรพ์ คดีที่ 5 บทจบ : สะพานข้ามอัสดงแห่งความตาย (การ์ตูน),อัยย์,58.50 บาท
545,เกมล่าแสงจันทร์ ล.1,รวิปรียา,175.50 บาท
546,ชุด Box Set การิน ปริศนาคดีอาถรรพ์ Limited Edition บท...สลักบิดเบือนกรรม + เหรียญ,อัยย์/Black Tohfu,449.10 บาท
547,เกมล่าแสงจันทร์ ล.2,รวิปรียา,175.50 บาท
548,ละครแห่งชีวิต,หม่อมเจ้าอากาศดำเกิง,178.20 บาท
549,Behind the Door ประตูหลอนซ่อนตาย,ชัยยา,121.50 บาท
550,The Revenge คำสัญญาพยาบาท,แสงเหนือ,166.50 บาท
551,Hide and Seek ศพซ่อนหา,พลอยฝน,116.10 บาท
552,House of Death บนบานศาลผี,ร เรือในมหาสมุท,121.50 บาท
553,ใต้ฝาโลง,รวมนักเขียน,157.50 บาท
554,จงเป็นศพเป็นศพเถิด : ดารันดา,ภาคินัย,170.10 บาท
555,Scandal ฆาตกรรมบันเทิง,RoBbErY RiN,157.50 บาท
556,Alive หัวหน้าผมเป็นยมฑูต ต.ตัวตายตัวแทน,ข้าเจ้า,130.50 บาท
557,การิน ภาค 2 ล.6 กริชสะกดวิญญาณ (P),อัยย์,179.10 บาท
558,รักแท้เหนือกาลเวลา: เล่ห์ร้ายรักลวง,RabbitRose,211.50 บาท
559,สาวน้อยเกวลิน 8 ตอน รอยยิ้มพิมพ์ตาย,อลินา,108.00 บาท
560,ชมรมคนมีสัมผัสพิเศษ 3 ต.ยับยั้งชั่งใจ,อลินา,135.00 บาท
561,การิน คดี 12 บทแรก สาปนาฏกรรมฯ (C/P),อัยย์,67.50 บาท
562,การิน BlaCX ปริศนาอาถรรพ์ 'สีดำ' 5,อัยย์/Black Tohfu,152.10 บาท
563,สาปศพนางฟ้า 4 มิตรภาพ ความหวัง ทรยศ (P),กันย์ & Dim-Sum Studio,179.10 บาท
564,กาบแก้ว บัวบาน,ณรงค์ฤทธิ์ ศักดารณรงค์,265.50 บาท
565,เพลงฆาต,ทอม สิริ,224.10 บาท
566,ป่าใหญ่ไพรกว้าง,ชาลี เอี่ยมกระสินธุ์,153.00 บาท
567,บุกป่าชัยบาดาล,ชาลี เอี่ยมกระสินธุ์,144.00 บาท
568,The Evil ปีศาจอำพราง (สุสานขังศพ),ตรีมรณา,166.50 บาท
569,The Crypt หลุมกระชากวิญญาณ (สุสานขังศพ),RabbitRose,157.50 บาท
570,The Vengeance ซากพยาบาท (สุสานขังศพ),ฌาปนินทร์,148.50 บาท
571,ใต้เงาปิรามิด,จินตวีร์ วิวัธน์(จินตนา ปิ่นเฉลียว),171.00 บาท
572,การิน ภาค 2 ล.5 คราสสีเลือด (P),อัยย์,179.10 บาท
573,การินการ์ตูน29(คดี 11) บทจบ ต.โทษประหาร,อัยย์,58.50 บาท
574,อพาร์ตเมนต์ ชั้น 9 ห้องเช่าเขย่าขวัญ,รวมนักเขียน,166.50 บาท
575,ไพรพินาศ (ไพรมืด ภาค 4 จบ),วัธนา บุญยัง,225.00 บาท
576,Alive หัวหน้าผมเป็นยมฑูต 3 ต.ทางเบี่ยงกรรม (จบ),ข้าเจ้า,130.50 บาท
577,The condominium ฆาตกรรม - หลอน,มาริน เมย์,265.50 บาท
578,Dryad ไทรสังหาร,อัณณ์,117.00 บาท
579,ทุ่งโหงพราย,ชาลี เอี่ยมกระสินธุ์,108.00 บาท
580,คัมภีร์ภูต (กรู๊ฟ),จินตวีร์ วิวัธน์(จินตนา ปิ่นเฉลียว),297.00 บาท
581,The Couple คู่สร้าง ข้างศพ,ตรีนัยน์,143.10 บาท
582,ฆาตกรสาวใจอำมหิต,สมเกียรติ พ่วงทรัพย์,198.00 บาท
583,Alive หัวหน้าผมเป็นยมฑูต 2 ต.งานโรงเรียน,ข้าเจ้า,130.50 บาท
584,แจ๊ค เดอะ ริปเป้อร์: ต้นแบบฆาตกรต่อเนื่อง,กอบกุล,171.00 บาท
585,Boxset Teen Horror ช.1,ธุวัฒธรรพ์,453.60 บาท
586,Feud บ้าน (ศพ) เช่า,อัณณ์,117.00 บาท
587,ฆาตกรรมจักรราศี,วินทร์ เลียววาริณ,175.50 บาท
588,ด้านมืด,ทอม สิริ,224.10 บาท
589,มนุษย์ชิ้นส่วน (ภาคต่อ มฤตยูเขียว),จินตวีร์ วิวัธน์(จินตนา ปิ่นเฉลียว),270.00 บาท
590,มฤตยูเขียว,จินตวีร์ วิวัธน์(จินตนา ปิ่นเฉลียว),468.00 บาท
591,Comb ซ้อนรอยสาป,ปริยาธร,157.50 บาท
592,Swear สาปภเวสี (Forward die),ก้าวไกล,157.50 บาท
593,Ballerina ระบำเริงเลือด (Forward die),เจนศิลป์,161.10 บาท
594,6974 ห้องผีสิง,กฤษณา,148.50 บาท
595,พลอยพันแสง,นายา,225.00 บาท
596,เจาะแฟ้มลับผีชีวะ (Resident Evil : Extra Case File),เอกรัฐ แสงวัฒนะชัย,90.00 บาท
597,The school ปีศาจ,เมธาวี,126.00 บาท
598,แฝดทิพย์,วิษุวตา,193.50 บาท
599,Past Life ระลึกฆาต (The Myst),ปองวุฒิ,166.50 บาท
600,Mara มารมรณะ (Forward die),เตมัน,157.50 บาท
601,Curse ซากอมนุษย์ (Forward die),RabbitRose,157.50 บาท
602,Phantom พรายพรางเงา (Forward die),เดือนสิงห์,157.50 บาท
603,สืบ/ค้น/วิญญาณ,โคมรัตติกาล,125.10 บาท
604,Arena ภาคีคร่าวิญญาณ,ไพลินภัทร,116.10 บาท
605,Battlefield รักษาแดนตาย,ธุวัฒธรรพ์,112.50 บาท
606,Camp ค่ายอาฆาต,ZHZG,112.50 บาท
607,314 ห้องนี้ผีเฮี้ยน,หลวงพี่ฟอร์ด,44.10 บาท
608,Vertigo Forest ป่าของใจ ในป่าของโลก (ปกใหม่),เขมวิช ภังคานนท์,170.10 บาท
609,ฆาตกรรมใต้ดวงดาว,Madamme Constant,179.10 บาท
610,ภูตพระจันทร์,จินตวีร์ วิวัธน์(จินตนา ปิ่นเฉลียว),414.00 บาท
611,Mask หน้ากากหนังมนุษย์,เตมัน,180.00 บาท
612,CIPHER X แกะรอยรหัสสังหาร ล.2 ต.ไขบทกวี,Arcurnus,171.00 บาท
613,ร้านหลอนออนไลน์ 5 ตอนโทรมาน,ข้าเจ้า,130.50 บาท
614,Parasite ปรสิตสังหาร ล.2(6เล่มจบ),Half-life,130.50 บาท
615,รักหลอนซ่อนอาฆาต/เงื่อนตายของความเกลียด,รวมนักเขียน,179.10 บาท
616,Sin เกมฆ่าตัดกรรม (Forward die),ปองวุฒิ,161.10 บาท
617,การิน ปริศนาคดีอาถรรพ์ ภาค 2 ล.4 วงกตวิกลจริต,อัยย์,179.10 บาท
618,Clown มายากลเลือด (Forward die),มายาโรส,180.00 บาท
