,book,author,price
109,กฎของการคลั่งไคล้,รวมนักเขียน Sofa Publishing,283.50 บาท
110,โปรเจกต์สยองบ้านฝังผี,คำเธียร,211.50 บาท
111,โรงสืบความตาย,ณฐโชค,251.10 บาท
112,The House บ้านเช่าวิญญาณหลอน (เพิ่มตอนพิเศษท้ายเล่ม) พิมพ์ครั้งที่ 3,ก้าวไกล,274.50 บาท
113,ระบำขนนก,มายาโรส,319.50 บาท
114,Your friend คำสาปเพื่อนตาย,ซาวามูระ อิจิ,315.00 บาท
115,เมืองลับแล,มาลา คำจันทร์,360.00 บาท
116,รักหลังราชบัลลังก์ และเรื่องอื่นๆ,ยาขอบ,405.00 บาท
117,ศกุนตลา และ สาวิตรี (ปกแข็ง),พระบาทสมเด็จพระมงกุฎเกล้าเจ้าอยู่หัว,315.00 บาท
118,เสือสมิง (พิมพ์ครั้งที่ 3),สิริ พัฒนกำจร,198.00 บาท
119,อโศกสาง,ปราปต์,355.50 บาท
120,บ้าน.คน.ผี,นัธกร ไตรวิทยากร,378.00 บาท
121,สิ่งที่พ่อผมเจอ...อาถรรพ์ธุรกิจบ้านผี (LN),"Lilita, คุณบอล",260.10 บาท
122,เมื่อหมอเจอผี!,ชวลักษณ์,233.10 บาท
123,นักสืบลายคราม ชุด ฆาตกรรมอลเวง,พงศกร,216.00 บาท
124,มนตราราหุล,ณรัญชน์,351.00 บาท
125,โอปปาติกะอำพราง,นายพินต้า,225.00 บาท
126,Bunraku บันรากุ...หน้ากากฆาตกรรม (พิมพ์ครั้งที่ 11),ภาคินัย,261.00 บาท
127,โครงกระดูกในดวงจันทร์ ONLY THE MOON KNOWS,เจนจิรา เสรีโยธิน,252.00 บาท
128,ปีศาจ (พิมพ์ครั้งที่ 7),เสนีย์ เสาวพงศ์,342.00 บาท
129,ร้านโชว์เฮี้ยนโครงการ 2: สยองเดลิเวอรี,ปราปต์,296.10 บาท
130,CHECK-IN พำนักพักตาย,สุริยาทิศ,215.10 บาท
131,สิ่งที่ผมเจอ ปมหลอน...วิญญาณจองเวร (LN),"Lilita, คุณบอล",242.10 บาท
132,การิน ปริศนาคดีอาถรรพ์ คดีที่ 15 บทจบ : จตุรอาถรรพ์สถาน (Mg),อัยย์,76.50 บาท
133,PINKY BUNRAKU อาชญากรสีชมพู,ภาคินัย,278.10 บาท
134,สุสานสยาม (ปราปต์),ปราปต์,173.00 บาท
135,โลงลิเก,ภาคินัย,278.10 บาท
136,ONE DAY หนึ่งวันก่อนฉันตาย (อีกครั้ง),รวมนักเขียน Sofa Publishing,265.50 บาท
137,เรื่องเล่าหลังควันธูป 2,ลอยชาย,161.10 บาท
138,ดุจวิญญา,ลอยชาย,324.00 บาท
139,บ้านผูกคอ,RabbitRose,180.00 บาท
140,เชิญกนก (คุณหญิงยอดนักสืบ),พงศกร,306.00 บาท
141,บาปรักรอยลวง,กุนหยี,270.00 บาท
142,แว่วเสียงประกาย,เนวิกา,297.00 บาท
143,วิญญาปาสาณ,ธุวัฒธรรพ์,198.00 บาท
144,ราชาธิราช เจ้าพระยาพระคลัง (หน),เจ้าพระยาพระคลัง(หน),405.00 บาท
145,โรงเรียนผีดุ,นทธี ศศิวิมล,161.10 บาท
146,สามก๊กตั้งวงเล่า ฉบับปัญญาชีวิต,อ.เป๋ง สามก๊กตั้งวงเล่า,310.50 บาท
147,HELLIDAY ศพสันต์วันหยุด,ภาคินัย,189.00 บาท
148,การิน ปริศนาคดีอาถรรพ์ : ภาคหัวใจสีดำ ตอนที่ 4 ความลับของกระจกเงา,อัยย์,206.10 บาท
149,อาถรรพณ์น้ำมันพราย,หิมพานต์,117.00 บาท
150,กลิ่นสาบความตาย,รัตติกาล,117.00 บาท
151,มะงุมมะงาหรา,ภาณิณ,288.00 บาท
152,ฉัตรกนก,พงศกร,324.00 บาท
153,รอยสนธยา,ทรงศีล ทิวสมบุญ,288.00 บาท
154,เยือนถิ่นอา...รีรังฝั่งเหนือ,อาทิตย์ บำรุงเอื้อ,225.00 บาท
155,สาปสถิต,ลอยชาย,242.10 บาท
156,7 วัน หลังความตาย,ภาคินัย,242.10 บาท
157,เรื่องเล่าหลังควันธูป,ลอยชาย,180.00 บาท
158,"MY IDOL จับมือไว้...แล้ว ""ตาย"" ด้วยกัน",ภาคินัย,233.10 บาท
159,สารานุ'ตูน วงกต: คลาสเรียนชั่วโมงภูตผีรอบโลก,ฟองน้ำ,143.10 บาท
160,สารานุ'ตูน วงกต: คลาสเรียนชั่วโมงภูตผีรอบโลก,ฟองน้ำ,143.10 บาท
161,สารานุ'ตุน วงกต: คลาสเรียนชั่วโมงสิ่งของและเรื่องลี้ลับนอกห้องเรียน,ปานแก้วตา ชุณหบัณฑิต,143.10 บาท
162,ภาคีทัณฑ์อาถรรพ์ : อวสานนิทานกรรม  (LN),Black Tohfu P,269.10 บาท
163,ฆ่าไม่ให้ตาย AND SO IT BEGINS,Rachel Abbott,265.50 บาท
164,2525 เลขอาถรรพ์ วันมรณะ,ปัญจนารถ,324.00 บาท
165,7 สยองในตำนาน,Snake Russell (สเน็ค รัสเซล),175.50 บาท
166,เรื่องเล่าหลังความตาย,แต้ม ท่าตะโหนด,117.00 บาท
167,หลุยส์ เลตเทรย์ เล่ม 2 ตอน ครั้งมรณะ,พี.ซี.,332.10 บาท
168,บ้านผีเฮี้ยน,แต้ม ท่าตะโหนด,117.00 บาท
169,คืนนี้ผีมาตามนัด,แต้ม ท่าตะโหนด,117.00 บาท
170,วิญญาณพยาบาท,แต้ม ท่าตะโหนด,117.00 บาท
171,BUNRAKU AGAIN! ฆาตกรซ่อนแอบ,ภาคินัย,265.50 บาท
172,โซเชียลพิพากษา เล่ม 4 วีรบุรุษตรรกะวิบัติ (LN),Staying,224.10 บาท
173,ชมรมคนมีสัมผัสพิเศษ ตอน พลั้งพลาด,อลินา,121.50 บาท
174,บุษราอาฆาต,เก้าแต้ม,351.00 บาท
175,LIVE (ถ่ายทอดศพ),ทวิวัฒน์,198.00 บาท
176,วารีสีเลือด,ธุวัฒธรรพ์,161.10 บาท
177,โรงเรียนผีหลอก,นทธี ศศิวิมล,175.50 บาท
178,นัยน์มาร,ลอยชาย,233.10 บาท
179,ศพกระซิบ,ภาคินัย,198.00 บาท
180,บ้าน-คน-ตาย,รวมนักเขียน Sofa Publishing,242.10 บาท
181,ศพสะอื้น,สุริยาทิศ,198.00 บาท
182,เลือดข้น คนจาง,ฤทัยวรรณ วงศ์สิรสวัสดิ์,315.00 บาท
183,PAPER NOTE สร้างเสริมประ(สบ)ศพการณ์ชีวิต,ภาคินัย,180.00 บาท
184,ตา(ย)ไม่หลับ,ปราปต์,175.50 บาท
185,อาถรรพณ์เรือนตานี,ทิดนำ,117.00 บาท
186,การิน ปริศนาคดีอาถรรพ์ คดีที่ 9 บทกลาง : สาปลัทธิโลกาวินาศ (Mg),อัยย์,76.50 บาท
187,การิน ปริศนาคดีอาถรรพ์ คดีที่ 9 บทแรก : สาปลัทธิโลกาวินาศ (Mg),อัยย์,76.50 บาท
188,การิน ปริศนาคดีอาถรรพ์ คดี 9 บทจบ : สาปลัทธิโลกาวินาศ (Mg),อัยย์,76.50 บาท
189,โซเชียลพิพากษา คดีที่ 3 ปฐมบทสาปแช่งตาย (LN),Staying,215.10 บาท
190,สิงสู่,วิศิษฏ์ ศาสนเที่ยง,198.00 บาท
191,ดาราจันทร์,นายหมอก,161.10 บาท
192,แดนเดรัจฉาน,ธุวัฒธรรพ์,157.50 บาท
193,สาปมุสา,มายาโรส,180.00 บาท
194,The Cult of Monte Cristo,นพพันธ์ บุญใหญ่,220.50 บาท
195,ถึง-ที่-ตาย,รวมนักเขียน Sofa Publishing,197.10 บาท
196,อาญามัจฉา,พลอยฝน,161.10 บาท
197,ฆาตพิศวาส,ฌาปนินทร์,161.10 บาท
198,เมรัยอเวจี,RabbitRose,157.50 บาท
199,สาปพราย,กวิตา,166.50 บาท
200,ยักษิณีนฤมิต,อาพัชรินทร์,197.10 บาท
201,มิจฉามรณะ,ทวิวัฒน์,170.10 บาท
202,ปรารถนาปาหนัน,ภาคินัย,202.50 บาท
203,พรายระยับ,นาวิกา,387.00 บาท
204,โซเชียลพิพากษา เล่ม 2 (LN),Staying,215.10 บาท
205,เปนชู้กับผี,วิศิษฏ์ ศาสนเที่ยง,153.00 บาท
206,ลิงพาดกลอน,ปราปต์,310.50 บาท
207,รอยอาศิรพิษ,ปราปต์,197.10 บาท
208,สางเมืองโสน,สุริยาทิศ,161.10 บาท
209,นิทานเวตาล,กรมหมื่นพิทยาลงกรณ์,202.50 บาท
210,เล่าเรื่องสามก๊ก ฉบับคนรุ่นใหม่,เปี่ยมศักดิ์ คุณากรประทีป,349.20 บาท
211,พระคัมภีร์จินดามณี พระโหราธิบดี,ฉันทิชย์ กระแสสินธุ์,148.50 บาท
212,โซเชียลพิพากษา WITCH HUNT NOVEL 1 : แกล้ง (LN),Staying,215.10 บาท
213,เลื่อมลวง,พงศกร,342.00 บาท
214,อารักษ์ลวง,ปองวุฒิ,252.00 บาท
215,สรวงสิเนรุ,อาพัชรินทร์,161.10 บาท
216,วงกตนรกานต์,ปราปต์,175.50 บาท
217,กระหัง ผีมหานคร,ทวิวัฒน์,157.50 บาท
218,เปรต ผีมหานคร,ปราปต์,166.50 บาท
219,เรือนบาปวิญญาณแค้น,ฌาปนินทร์,161.10 บาท
220,ห้วงพยาบาท (นวนิยายชุด โหงอาฆาต),สุริยาทิศ,161.10 บาท
221,ลาตายสวัสดิ์ Goodnight Butterfly,ภาคินัย,157.50 บาท
222,กฤชกันแสง,ธุวัฒธรรพ์,157.50 บาท
223,กระสือ ผีมหานคร,RabbitRose,157.50 บาท
224,ปอบ ผีมหานคร,ธุวัฒธรรพ์,152.10 บาท
225,ลำนำอเวจี (นวนิยายชุดโหงอาฆาต),มายาโรส,197.10 บาท
226,สังข์ทอง,รื่นฤทัย สัจจพันธุ์,108.00 บาท
227,สาวน้อยเกวลิน ตอน อิทธิฤทธิ์ออนไลน์,อลินา,117.00 บาท
228,การิน ปริศนาคดีอาถรรพ์ คดีที่ 1 บทแรก : คืนลอยกระทงสีเลือด (การ์ตูน),อัยย์,58.50 บาท
229,เสี่ยวนักสืบ 1 พุ่มรัก พานสิงห์ ฆาตกรรมกลางทะเล,วินทร์ เลียววาริณ,193.50 บาท
230,นิราศมหรรณพ,ปราปต์,238.50 บาท
231,คดีสามเงา,วินทร์ เลียววาริณ,229.50 บาท
232,แม่มดส์ Witches,ปนาพันธ์,306.00 บาท
233,สาปสัจจา Words (Sense of death),เดือนสิงห์,161.10 บาท
234,การินการ์ตูน25(คดี 10) บทกลาง ต.ตุงหนังม,อัยย์,58.50 บาท
235,Horror Dream ฝันสยองห้องเรียนร้าง,ชวลักษณ์,116.10 บาท
236,ร่ม-เย็น-เป็น-ศพ,ภาคินัย,197.10 บาท
237,อวสานสายลับ,วสิษฐ เดชกุญชร (Vasit Dejkunjorn),585.00 บาท
238,ปางอสูร (สาปคุณไสย),นายหมอก,152.10 บาท
239,Garin Fanbook (Black) 2,รวมนักเขียน,170.10 บาท
240,สาปสัจจา Words (Sense of death),เดือนสิงห์,161.10 บาท
241,การิน ปริศนาคดีอาถรรพ์ คดีที่ 14 บทแรก ฆาตกรรมสาปโซเชียล,อัยย์,67.50 บาท
242,ใครว่าผมเป็นหมอผี,สุธี ปิงสุทธิวงศ์,121.50 บาท
243,นางแค้น ฉบับการ์ตูน (4ทิศตาย),ภาคินัย,125.10 บาท
244,นิทานจีน,ส.พลายน้อย,135.00 บาท
245,การิน คดี 1 บทจบ คืนลอยกระทงฯ (C/P),อัยย์,67.50 บาท
246,Dreamland สวนสนุกแดนนรก,ภาคินัย,116.10 บาท
247,เรือนรักตำหนักแค้น (สาปคุณไสย),สุริยาทิศ,170.10 บาท
248,เล่าเรื่องขุนช้างขุนแผน,รื่นฤทัย สัจจพันธุ์,252.00 บาท
249,อพาร์ตเมนต์,วิสิทธิ์ โพ,243.00 บาท
250,ขุนช้าง ขุนแผน (ฉ.ชำระใหม่),สุนทรภู่,621.00 บาท
251,การิน BlaCX ปริศนาอาถรรพ์ 'สีดำ',อัยย์/Black Tohfu,152.10 บาท
252,Time หมุนเวลาตาย (DEATH TIME),ภาคินัย,229.50 บาท
253,พญาตานี,เตมัน,152.10 บาท
254,เสน่ห์นาง,อาริตา,378.00 บาท
255,Box set ผู้ชนะสิบทิศ (1-4),ยาขอบ,900.00 บาท
256,การิน ปริศนาคดีอาถรรพ์ ภาค 2 ล.1 ควันเผาผี,อัยย์,170.10 บาท
257,การินการ์ตูน28(คดี 11) บทกลาง ต.โทษประหา,อัยย์,58.50 บาท
258,การิน คดี 1 บทแรก คืนลอยกระทงฯ (C/P),อัยย์,67.50 บาท
259,ตรวนตะเคียน,เดือนสิงห์,161.10 บาท
260,การิน Garin Fanbook (Bight) 1,รวมนักเขียน,170.10 บาท
261,วังนางโหง,เตมัน,161.10 บาท
262,ปัญจอาถรรพ์ : ลิขิตเอื้องนาง,ปริชญา,166.50 บาท
263,ปัญจอาถรรพ์ : เงาอาถรรพ์,พลอยฝน,161.10 บาท
264,นางครวญ ฉบับการ์ตูน (4ทิศตาย),ภาคินัย,125.10 บาท
265,นางคุก ฉบับการ์ตูน (4ทิศตาย),ภาคินัย,125.10 บาท
266,TOUCH ต่อตัดสัมผัสผวา,ภาคินัย,197.10 บาท
267,เบญจมรณา : บ่วงสไบ,ภาคินัย,197.10 บาท
268,ประกาศิตเจ้าพ่อ คนตายพูดไม่ได้,สมเกียรติ พ่วงทรัพย์,198.00 บาท
269,ปัญจอาถรรพ์ : วังอสุรา,มายาโรส,175.50 บาท
270,ปัญจอาถรรพ์ : บาปบรรพกาล,RabbitRose,166.50 บาท
271,บ้านเช่า เข้า-อยู่-ตาย Haunt for Rent,ปองวุฒิ,157.50 บาท
272,นางคอย ฉบับการ์ตูน (4ทิศตาย),ภาคินัย,125.10 บาท
273,7 วันจองเวร : Wednesday ตอนตีตั๋วไปตาย,ภาคินัย,166.50 บาท
274,ตีสามสามสิบ,รวมนักเขียน,206.10 บาท
275,Last Resort เรือนตาย,เดือนสิงห์,161.10 บาท
276,Jewels of the dead : มารมรกต Emerald,เตมัน,161.10 บาท
277,Jewels of the dead : มุกมรณะ Pearl,อาพัชรินทร์,161.10 บาท
278,เบญจมรณา : สาปสังคีต,เจนศิลป์,161.10 บาท
279,Scare โสตสาปสยอง (Forward die),อาพัชรินทร์,161.10 บาท
280,ลิลิตเมืองมาร,มายาโรส,197.10 บาท
281,กลับชาติมาตาย,รวมนักเขียน,215.10 บาท
282,Bound เรือนซากวิญญาณ,อัณณ์ คณัสนันท์,157.50 บาท
283,นางครวญ (4 ทิศตาย),ภาคินัย,197.10 บาท
284,Jewels of the dead : เพชรพยาบาท Diamond,ปองวุฒิ,157.50 บาท
285,Jewels of the dead : ทัณฑ์ทับทิม Ruby,เจนศิลป์,161.10 บาท
286,นางคอย (4 ทิศตาย),ภาคินัย,202.50 บาท
287,The Village วิมานอาถรรพ์ (สุสานขังศพ),ปองวุฒิ,157.50 บาท
288,เมืองแม่,นราวดี,441.00 บาท
289,การิน ปริศนาคดีอาถรรพ์ Movie Diary ตอนปฐมนิเทศแห่งความตาย,รวมนักเขียน,305.10 บาท
290,Ghost Shop ร้านโชว์เฮี้ยน,ปราปต์,161.10 บาท
291,ผาโหงพราย,จินตวีร์ วิวัธน์(จินตนา ปิ่นเฉลียว),351.00 บาท
292,เคหาสน์สาปสยอง,ภาคินัย,202.50 บาท
293,พอร์ซเลน...ตุ๊กตาอาฆาต,ภาคินัย,180.00 บาท
294,การินการ์ตูน27(คดี 11) บทแรก ต.โทษประหาร,อัยย์,58.50 บาท
295,7 วันจองเวร : Saturday ตอนศพ-เซ่น-ศาล,ภาคินัย,166.50 บาท
296,ลิฟต์ซ่อนศพ,ภาคินัย,197.10 บาท
297,การินการ์ตูน26(คดี 10) บทจบ ต.ตุงหนังมนุ,อัยย์,58.50 บาท
298,การินการ์ตูน29(คดี 11) บทจบ Limited Edit,อัยย์,89.10 บาท
299,ผู้หญิงอยุธยา,บินหลา สันกาลาคีรี,279.00 บาท
300,พรายน้ำวน,อาริตา,324.00 บาท
301,สาวน้อยเกวลิน ตอน ดับฝัน,อลินา,108.00 บาท
302,นางชฎา ฉ.พิเศษ (เพิ่มตอน),ภาคินัย,197.10 บาท
303,7 วันจองเวร : Tuesday ตอนอาถรรพ์เรือนลั่นทม,ภาคินัย,166.50 บาท
304,DIET ขนมผสมศพ,ภาคินัย,175.50 บาท
305,CAGE หอสังหาร,ภาคินัย,197.10 บาท
306,KILL ร่วมห้องต้องฆ่า,ภาคินัย,202.50 บาท
307,The Shoes รองเท้าอาถรรพ์,ภาคินัย,161.10 บาท
308,Museum พิพิธภัณฑ์ หุ่น-หั่น-หัว,ภาคินัย,202.50 บาท
309,SLEEP หลับ-เป็น-ตาย,ภาคินัย,197.10 บาท
310,Home sweet Hell เคหาพยาบาท (Bad Fortune),เตมัน,175.50 บาท
311,เกาะปีศาจ,ทอม สิริ,224.10 บาท
312,นางชฎา ฉ.การ์ตูน,ภาคินัย,116.10 บาท
313,Psycho สืบลับสัมผัสสยอง,กวิตา,161.10 บาท
314,โคลงฆาต,เตมัน,197.10 บาท
315,ผีหัวเราะ,สรจักร ศิริบริรักษ์,135.00 บาท
316,เบญจมรณา : ป้อมปางบรรพ์,เดือนสิงห์,161.10 บาท
317,7 วันจองเวร : Thursday ตอน 12 ขั้น...บันไดผี,ภาคินัย,171.00 บาท
318,หุบผาเจ้านาง,มายาโรส,180.00 บาท
319,ปัญจอาถรรพ์ : ลางมรรคา,ปองวุฒิ,161.10 บาท
320,Cursed 1 คำสาปหลอนห้องเรียนมรณะ,เมธวิน,161.10 บาท
321,เบญจมรณา : สิเน่หารอยคำ,อาพัชรินทร์,166.50 บาท
322,ปัญจอาถรรพ์ : ลางมรรคา,ปองวุฒิ,161.10 บาท
323,มิติที่สาม,ตรี อภิรุม,535.50 บาท
324,Ticket ตีตั๋วตายโหง (Forward die),ภาคินัย,161.10 บาท
325,Lost Land เกาะที่ถูกลืม (DEATH TIME),ภาคินัย,243.00 บาท
326,Grave บ้านพญาสัตบรรณ,ภาคินัย,175.50 บาท
327,Dream นิมิตอาฆาต,ปองวุฒิ,157.50 บาท
328,The Pen ปากกาคนตาย(ชุดWrite to kill),ก้าวไกล,152.10 บาท
329,นางคุก (4 ทิศตาย),ภาคินัย,215.10 บาท
330,Lullaby ตุ๊กตากล่อมวิญญาณ,มายาโรส,180.00 บาท
331,Reborn วิมานเมรุ,เตมัน,166.50 บาท
332,Bloody Honeymoon : Eternal เมืองอมนุษย์,RabbitRose,157.50 บาท
333,Quiz โจทย์มรณะ,Dr. Warm,112.50 บาท
334,Wedding น้ำสังข์อาบศพ,ภาคินัย,197.10 บาท
335,ปีศาจ,เสนีย์ เสาวพงศ์,297.00 บาท
336,ภควัทคีตา คำสอนของพระกฤษณะ,วิโรจน์ ถิรคุณ,108.00 บาท
337,ลี้-ลับ-หลอน,ภาคินัย / อาพัชรินทร์ / พลอยฝน / กวิตา,206.10 บาท
338,รีสอร์ตผีเพี้ยน Ghost Resort,RabbitRose,161.10 บาท
339,Ghost Cafe กาแฟกลิ่นวิญญาณ (Ghost Marketing),ปริชญา,170.10 บาท
340,ชิงผีเกิด,รวมนักเขียน,206.10 บาท
341,HUNDRED YEARS ฆาตกาล,ภาคินัย,224.10 บาท
342,โรงมหรศพ,ภาคินัย,180.00 บาท
343,สืบรัก สะกดรอยรัก,ฟีลิปดา,314.10 บาท
344,สนุกอ่าน ประวัติศาสตร์สุโขทัย,อพิสิทธิ์ ธีระจารุวรรณ,157.50 บาท
345,การิน ปริศนาคดีอาถรรพ์ คดีที่ 8 บทจบ : ผู้ตามล่าวิถีมรณะ (การ์ตูน),อัยย์,58.50 บาท
346,พญานาค,นฤชา เหมือนใจงาม,238.50 บาท
347,ความรุ่งเรืองของเงินตรา,Niall Ferguson,306.00 บาท
348,เสียงร่ำไห้กลางสายฝน,หยูหัว,229.50 บาท
349,ปีศาจเดือนสิบ,นายหมอก,152.10 บาท
350,Figure ของเล่นเซ่นวิญญาณ,ทวิวัฒน์,157.50 บาท
351,Scary house ล่า-เล่า-เผา-ผี,ชวลักษณ์,161.10 บาท
352,กรงอำพราง,ชลนิล,252.00 บาท
353,คู่ฆ่าล่าลวง,Jeong Hae-youn,152.10 บาท
354,สาปเพชฌฆาต,นายหมอก,157.50 บาท
355,My Mysterious School : โรงเรียนนี้ที่ฉันตาย,ปลายฝน,198.00 บาท
356,หมออำมหิตจากนรก,นพดล เวชสวัสดิ์,216.00 บาท
357,Boxset นวนิยายชุด 4 ทิศตาย,ภาคินัย,899.10 บาท
358,หลุยส์ เลตเทรย์ เล่ม ๑ สมุดบันทึกความทรงจำโลก,พี.ซี.,252.00 บาท
359,โดมิโน,เรืองเดช จันทรคีรี,270.00 บาท
360,การิน ปริศนาคดีอาถรรพ์ คดีที่ 5 บทกลาง : สะพานข้ามอัสดงแห่งความตาย (การ์ตูน),อัยย์,58.50 บาท
361,ชมรมคนมีสัมผัสพิเศษ ตอน ทำเพื่อรัก,อลินา,135.00 บาท
362,นักสืบหลังเลนส์ (นานมีบุ๊คส์อะวอร์ด),คีตาญชลี แสงสังข์,121.50 บาท
363,นักฆ่าบ้ากาม,สรจักร ศิริบริรักษ์,135.00 บาท
364,Zero ห้องกระชากวิญญาณ(ชุดสิบศพ),อนาวิน,121.50 บาท
365,Crime บาปพยาบาท,พลอยฝน,157.50 บาท
366,Visage ศพซ่อนหน้า (Bad Fortune),เจนศิลป์,157.50 บาท
367,Evil Twin ลอกสังหาร (The Myst),ปองวุฒิ,175.50 บาท
368,ราชาธิราช,เจ้าพระยาพระคลัง(หน),270.00 บาท
369,กาหลมหรทึก,ปราปต์,157.50 บาท
370,Rain Valentine ปริศนาแห่งสายฝน,Pinceau & Nuffy,134.10 บาท
371,ภารกิจปริศนา (นานมีบุ๊คส์อะวอร์ด),ชูชาติ ทรัพย์นิธิ,121.50 บาท
372,เงาอำพราง (นานมีบุ๊คส์อะวอร์ด),Snake Russell (สเน็ค รัสเซล),103.50 บาท
373,Serial Killer พลิกแผนฆ่า(ชุดสิบศพ),ปองวุฒิ,121.50 บาท
374,จิตจักรพรรดิ ตอนลายเซ็นจักรพรรดิ,ดังตฤณ,89.10 บาท
375,ตำนานอาถรรพ์ไอยคุปต์ ตอนราชันพันธุ์อสูร 1,ภัทราพร,224.10 บาท
376,ศิลปฆาตกรรม 2,wadoiji,166.50 บาท
377,ตุ๊กตาร้อยศรัทธา,อัยย์,161.10 บาท
378,กาหลมหรทึก (ปกใหม่),ปราปต์,157.50 บาท
379,เวิ้งนางครวญ,พินธุนาถ,252.00 บาท
380,เพื่อนตาย Dead Friends Forever,รวมนักเขียน,161.10 บาท
381,วัน - ชื่น - คืน - ศพ (HOME),ภาคินัย,180.00 บาท
382,คนไททิ้งแผ่นดิน,สัญญา ผลประสิทธิ์,315.00 บาท
383,Boxset นวนิยายชุด 7 วันจองเวร,ภาคินัย,"1,251.00 บาท"
384,The Writer อักษรสีเลือด(ชุดWrite to kill,RabbitRose,157.50 บาท
385,Midnight Opera สุสานผีเสื้อ (Bad Fortune,มายาโรส,197.10 บาท
386,สาวน้อยเกวลิน ตอน ความลับ,อลินา,108.00 บาท
387,แม่นาค,สุจิตต์ วงษ์เทศ,193.50 บาท
388,นาคี ๒,ตรี อภิรุม,225.00 บาท
389,สาวน้อยเกวลิน ตอน บักสีดา,อลินา,108.00 บาท
390,ชมรมคนมีสัมผัสพิเศษ ตอน อยากได้ ใคร่มี,อลินา,162.00 บาท
391,สาวน้อยเกวลิน ตอน ฆาตกรรมในแฟลต,อลินา,108.00 บาท
392,Neighbor บ้านข้างโลงเคียง (ชุด สิบศพ),ภาคินัย,121.50 บาท
393,Carnival of love เกมรักราตรีเลือด ฉ.การ์,เซวิลล์,125.10 บาท
394,Box set FIVE FEAR(ภาคินัย 5 เรื่อง),ภาคินัย,969.30 บาท
395,การิน ปริศนาคดีอาถรรพ์ ล.1 พิธีเปลี่ยนชีพ,อัยย์,152.10 บาท
396,การิน ปริศนาคดีอาถรรพ์ ล.4 ความลับของกระจกเงา,อัยย์,152.10 บาท
397,การิน ปริศนาคดีอาถรรพ์ ล.3 เกมเชื่อมความตาย ออนไลน์มรณะ,อัยย์,152.10 บาท
398,ความทรงจำในซากดอกไม้,อัยย์,152.10 บาท
399,การิน ปริศนาคดีอาถรรพ์ ล.7 สุขสันต์วันถึงฆาต,อัยย์,170.10 บาท
400,The Script อาถรรพ์ต้นฉบับผี(ชุดWrite to,ตรีมรณา,157.50 บาท
401,การิน ปริศนาคดีอาถรรพ์ ภาค 2 ตอนที่ 8 สาปเจตภูต,อัยย์,188.10 บาท
402,Dangerous Plan แผนร้าย,ทะเลเดือด,126.00 บาท
403,การิน ปริศนาคดีอาถรรพ์ ล.8 บันทึกเขียนกรรม,อัยย์,170.10 บาท
404,Vision เนตรมรณา (Sense of death),เตมัน,175.50 บาท
405,ตายโหง Gory Death,รวมนักเขียน,157.50 บาท
406,Symbol หัวแกะมรณะ,ก้าวไกล,152.10 บาท
407,Whisper สืบสดับวิญญาณ (Sense of death),เดือนสิงห์,161.10 บาท
408,The Scene ฉากมรณะ(ชุดสิบศพ),เจนศิลป์,121.50 บาท
409,Beauty สวยเหมือนศพ(ชุดสิบศพ),ปริชญา,116.10 บาท
410,หลอน ฉบับกระเป๋า,กันทร กิติภูมิ,180.00 บาท
411,นางชฎา,ภาคินัย,148.50 บาท
412,การิน ปริศนาคดีอาถรรพ์ คดีที่ 0 บทสูญ (การ์ตูน),อัยย์,58.50 บาท
413,Terminus โกศแห่งกรรม (ชุด สิบศพ),เตมัน,116.10 บาท
414,Fallen angel เคหาสน์เทวทูต (ชุด สิบศพ),มายาโรส,125.10 บาท
415,Taxi รถส่งตาย (ชุดสิบศพ),ก้าวไกล,112.50 บาท
416,HELLo คำทักตาย (ชุด สิบศพ),RabbitRose,116.10 บาท
417,Envy หลอนริษยา (ชุด สิบศพ),เดือนสิงห์,121.50 บาท
418,Alphabet อักษรปีศาจ (Bad Fortune),ปองวุฒิ,157.50 บาท
419,พระพรแห่งความเจ็บปวด,อัยย์,161.10 บาท
420,Poet อักษรซ่อนตาย,เจนศิลป์,161.10 บาท
421,Jewels of the dead : พรายอำพัน Amber,เดือนสิงห์,166.50 บาท
422,Shadow ปริศนาซ่อนเงา,อาพัชรินทร์,157.50 บาท
423,อย่าหลุดว่าฆ่า,ฮิงาชิโนะ เคโงะ (Keigo Higashino),175.50 บาท
424,การิน ปริศนาคดีอาถรรพ์ คดีที่ 2 บทแรก : ขบวนแห่ภูต ป่าอาถรรพ์ (การ์ตูน),อัยย์,58.50 บาท
425,การิน ปริศนาคดีอาถรรพ์ คดีที่ 9 บทกลาง : สาปลัทธิฯ (การ์ตูน),อัยย์,58.50 บาท
426,บ่วงเชือก (นานมีบุ๊คส์อะวอร์ด),จัตวาลักษณ์,121.50 บาท
427,Ghost Theory ทฤษฎีขังวิญญาณ (The Myst),ปองวุฒิ,161.10 บาท
428,การิน ปริศนาคดีอาถรรพ์ คดีที่ 9 บทแรก : สาปลัทธิฯ (การ์ตูน),อัยย์,58.50 บาท
429,พรายกุมาร (สาปคุณไสย),RabbitRose,157.50 บาท
430,หอมกลิ่นวิญญาณ Smell  (Sense of death),เตมัน,161.10 บาท
431,โอสถรสเลือด,พลอยฝน,157.50 บาท
432,อยู่ - ดี - มี - ศพ (HOME),ภาคินัย,180.00 บาท
433,มหานครแห่งความตาย (Bangkok of The Death),เคียงพิณ,216.00 บาท
