,book,author,price
770,สาวใสผจญหนุ่มป่วนกำลังสอง (1-3 จบ) PACK,MIKKO KOMORI (มิกโกะ โกโมริ),135.00 บาท
771,นครรัตติกาล ล.4 เมืองเทวดาตกสวรรค์,คาสซานดรา แคลร์,216.00 บาท
772,คลื่นเสียงมหากาฬ SHOCK WAVE,Clive Cussler,360.00 บาท
773,BOX SET สาวมือใหม่หัวใจลองรัก,MAYU MURATA (มายุ มูราตะ),135.00 บาท
774,ราชันประจัญพล A Clash of Kings (เกมล่าบัลลังก์ A Game of Thrones 2.2),จอร์จ อาร์. อาร์. มาร์ติน,355.50 บาท
775,เปิดตำนาน Rockman Zero,สุริยะ สุจฉายา,269.10 บาท
776,ตุ๊ดทะลุมิติ ตอนพิภพจอมนาง,นปภา,315.00 บาท
777,นาวาฆาตกรรม,แทน,152.10 บาท
778,Legend Online เปิดตำนานป่วนออนไลน์ ล.5,MIRROR,315.00 บาท
779,Element Online 4.2 มหาเวทออนไลน์อลเวง,MaSaLaN,324.00 บาท
780,โรเซนครอยส์ ภาค พระราชวังฤดูหนาวแห่งคาเลเลียนเบิร์ก,Yuki SHIMA (ยูกิ ชิมะ),152.10 บาท
781,เปิดตำนาน DOTA 2 : Intelligence Heroes,อธิภัทร โคตรศาลา (ท่านภู),269.10 บาท
782,นักสืบเทพนิยาย เล่ม 1-9 BOXSET,Michael Buckley,"1,329.30 บาท"
783,เมื่อผมจับพลัดจับผลูต้องมาเป็นครูในชุดเดรส เล่ม 4,Jessica (คุ่นคุ่น),170.10 บาท
784,เงารัตติกาล ล.1 นางฟ้าไขลาน,คาสซานดรา แคลร์,234.00 บาท
785,เนตรพิพากษา,JAMES FREY และ Nils Johnson-Shelton,346.50 บาท
786,นครรัตติกาล เล่ม 6 เมืองไฟสวรรค์,คาสซานดรา แคลร์,405.00 บาท
787,FINAL FANTASY The Encyclopedia of Weapons เปิดตำนานศาสตราวุธไฟนอลแฟนตาซี,สุริยะ สุจฉายา,287.10 บาท
788,แฮร์รี่ พอตเตอร์ ล.7 แฮร์รี่ พอตเตอร์ กับเครื่องรางยมทูต (ฉบับภาษาไทย) (ปกอ่อน),เจ .เค โลลิ่ง,445.50 บาท
789,คืนจันทร์ลวงหลอน FOOL MOON,จิม บุทเชอร์,198.00 บาท
790,มาโนวะ Vol.1,Shien lllust: Mutou Kurihito,180.00 บาท
791,นิทานกริมม์ หฤโหด,กองบรรณาธิการ,144.00 บาท
792,ทายาทแห่งเปลวไฟ เล่ม 3 ชุด Throne of GLASS,Sarah J. Maas,328.50 บาท
793,เทพบุตรหมาป่ากับแม่กุหลาบป้ำเป๋อ (3 เล่มจบ ),JUN YUZUKI,135.00 บาท
794,นครรัตติกาล ล.3 เมืองแก้ว,คาสซานดรา แคลร์,243.00 บาท
795,เงารัตติกาล เล่ม 3 ตอน เจ้าหญิงไขลาน,คาสซานดรา แคลร์,315.00 บาท
796,แฮร์รี่พอตเตอร์ กับ นักโทษแห่งอัซคาบัน เล่ม 3 (ปก 2017),J.K. Rowling (เจ. เค. โรว์ลิง),445.50 บาท
797,นครรัตติกาล ล.5 เมืองวิญญาณสาบสูญ,คาสซานดรา แคลร์,261.00 บาท
798,เทพยุทธ์เซียน GLORY เล่ม 2,หูเตี๋ยหลาน,337.50 บาท
799,เปิดตำนานจักรวาล Warcraft,อธิภัทร โคตรศาลา (ท่านภู),224.10 บาท
800,แม็กนัส เบน,คาสซานดรา แคลร์,315.00 บาท
801,ดาวซานถี่ อุบัติการณ์สงครามล้างโลก เล่ม 2,หลิวฉือซิน,472.50 บาท
802,นครรัตติกาล ล.1 เมืองกระดูก,คาสซานดรา แคลร์,234.00 บาท
803,1944 กองเรือเจิ้งเหอคืนชีพ,กู้เฟยอี๊ว์,445.50 บาท
804,ประธานนักเรียนสุดซ่าสภานักเรียนเก้าชั้น,Sekina Aoi (เซกินะ อาโออิ),161.10 บาท
805,Lincorn Diary 2 ภ.พิเศษของเซวีน่ามหานครแ,กัลฐิดา,225.00 บาท
806,LOST เล่ม 6 sign ดวงจิตของอำพัน (จบ),กัลฐิดา,315.00 บาท
807,H.A.C.K เจาะระบบไขรหัสมรณะ ล 12,EniGma,90.00 บาท
808,Absolute Zero สืบสยอง ล.1 ศพนางฟ้า,ฝานลั่ว,198.00 บาท
809,Roxenia โรเซเนีย เล่ม 5 ภาคจอมมาร (จบ),minikikaboo,333.00 บาท
810,เพชรพระอุมา 48 ปี ล.5 ตอนดงมรณะ 1,พนมเทียน,202.50 บาท
811,Begin again ล.1 เริ่มใหม่อีกครั้งในโลกต่,มรรษ,211.50 บาท
812,CHRONICLE OF ZIENE NINE MOONS ตำนานแห่งซีน : บันทึกเก้าจันทรา,C.Zanche,288.00 บาท
813,บริษัทพิทักษ์คุณหนูการิน ภารกิจที่ 3 : ผู้พิทักษ์มังกร,เนบิวลากับอัยย์,170.10 บาท
814,H.A.C.K เจาะระบบไขรหัสมรณะ ล.17,EniGma,108.00 บาท
815,หัวขโมยแห่งบารามอส 2 กับคทาแห่งพลัง,Rabbit,238.50 บาท
816,Limited online ล.6 โลกนี้มันมีจำกัด,akeove,261.00 บาท
817,ยุทธภพออนไลน์ ภ.2 ล.22 ราชันมารสะท้านยุท,ปากกาแดงดำ,288.00 บาท
818,หัวขโมยแห่งบารามอส 3 กับแหวนแห่งปราชญ์,Rabbit,265.50 บาท
819,M.House จ้างมา...ป๋าจัดให้ ล.8 ดาต้ากับ,กัลฐิดา,162.00 บาท
820,The Dragon's Heart ผลึกใจมังกร ล.2,FoxxTrot,225.00 บาท
821,The Draker's Story 2 ตอนแท่นศิลาแห่งความไม่เอนเอียง,กัลฐิดา,315.00 บาท
822,H.A.C.K เจาะระบบไขรหัสมรณะ ล 15,EniGma,108.00 บาท
823,Residence of Monsters ก๊วนปีศาจอลเวง เล่ม 3,หลันฉีจั่วเริ่น,180.00 บาท
824,H.A.C.K เจาะระบบไขรหัสมรณะ ล 11,EniGma,108.00 บาท
825,เลวีอาธาน ปฐมบทมหาสงคราม LEUIA THAN,สกอต เวสเตอร์เฟลด,288.00 บาท
826,กระบี่เทพสังหาร 3,Xiao Ding,179.10 บาท
827,ท็อดฮันเตอร์ มูน เล่ม 2 : ผู้ขับเคลื่อน,Angie Sage (แอนจี เสจ),238.50 บาท
828,แฮร์รี่ เล่ม 5 ภาคีนกฟีนิกซ์ (ครบรอบ 15 ปี),J.K. Rowling (เจ. เค. โรว์ลิง),625.50 บาท
829,เอกอีเอ้กเอย,ศิริ มะลิแย้ม,142.20 บาท
830,บ้านแห่งความลับ เล่ม1 (House Of Secrets),กองบรรณาธิการนานมีบุ๊คส์,202.50 บาท
831,Box set  เจ้าสาวตัวร้ายกับนายจิ้งจอก (3 เล่ม),Satoru Kannagi,135.00 บาท
832,รัมพ์ เรื่องจริงๆ นะ ของรัมเพลสติลต์กิ้น,ลีเซล เชิร์ตลิฟฟ์,144.00 บาท
833,กันโอตะ เล่ม 1,ชิซุย เมย์เคียว(Shisui Meikyou),198.00 บาท
834,มงกุฎแห่งรัตติกาล เล่ม 2 ชุด Throne of Glass,Sarah J. Maas,247.50 บาท
835,เพอร์ซีย์ แจ็กสัน กับสายฟ้าที่หายไป,Rick Riordan (ริค ไรออร์แดน),215.10 บาท
836,แฮร์รี่ พอตเตอร์ กับเด็กต้องคำสาป เล่ม 8 - Harry Potter and the Cursed Child,เจ .เค โลลิ่ง,382.50 บาท
837,เพอร์ซีย์ แจ็กสัน กับเทพองค์สุดท้าย,Rick Riordan (ริค ไรออร์แดน),215.10 บาท
838,Exceed Limit Online เล่ม 6 โลกออนไลน์ไร้ขีดจำกัด,LightAndDarkness,360.00 บาท
839,บริษัทพิทักษ์คนรับจ้างตาย 1 หมาป่ากับลูกแกะ,วาฬน้ำเงิน Feat. เนบิวลา,161.10 บาท
840,LOST ล.1 เสียงเรียกของทองคำ,กัลฐิดา,225.00 บาท
841,Roxenia โรเซเนีย เล่ม 4 ภาค ตำรามรณะ,minikikaboo,333.00 บาท
842,เพชรพระอุมา 48 ปี ล.3 ตอนไพรมหากาฬ 3,พนมเทียน,202.50 บาท
843,Residence of Monsters ก๊วนปีศาจอลเวง ล.1,หลันฉีจั่วเริ่น,189.00 บาท
844,Absolute Zero สืบสยอง เล่ม 6 ศพนำทาง (จบภาค),ฝานลั่ว,180.00 บาท
845,ภารกิจรัก สายลับป่วนออนไลน์ ล.6,akeove,216.00 บาท
846,กำเนิดจักรพรรดิมายาจอมกะล่อน ล.1,ราชานกฮูก,261.00 บาท
847,Knight Dragon พันธุ์มังกรป่วนโลก ภาคโฮลี่อัลเทีย ล.1,Finch (ฟินช์),161.10 บาท
848,Residence of Monsters ก๊วนปีศาจอลเวง ล.2,หลันฉีจั่วเริ่น,180.00 บาท
849,หัวขโมยแห่งบารามอส 4 กับดาบแห่งกษัตริย์,Rabbit,288.00 บาท
850,M.House จ้างมา...ป๋าจัดให้ ล.5 คราวน์หมา,Sengjar,144.00 บาท
851,The Dragon's Heart ผลึกใจมังกร ล.1,FoxxTrot,225.00 บาท
852,หัวขโมยแห่งบารามอส 1 กับมงกุฏแห่งใจ,Rabbit,265.50 บาท
853,M.House จ้างมา...ป๋าจัดให้ ล.9 คริสมาสที,กัลฐิดา,180.00 บาท
854,LOST เล่ม5 sign ประกายแสงของคาร์บอน,กัลฐิดา,225.00 บาท
855,H.A.C.K เจาะระบบ ไขรหัสมรณะ 10,EniGma,108.00 บาท
856,Lincorn Diary 1 ภ.พิเศษของเซวีน่ามหานครแ,กัลฐิดา,225.00 บาท
857,กระบี่เทพสังหาร 2,Xiao Ding,170.10 บาท
858,ยมทูตขยับปีก,Paul Hoffman,265.50 บาท
859,แฮร์รี่ เล่ม 3 นักโทษแห่งอัซคาบัน (ครบรอบ 15 ปี),J.K. Rowling (เจ. เค. โรว์ลิง),355.50 บาท
860,อินคาโกลด์ INCA GOLD,Clive Cussler,360.00 บาท
861,แฮร์รี่ ครบรอบ 15 ปี เล่ม 6 ปกอ่อน/เจ้าช,J.K. Rowling (เจ. เค. โรว์ลิง),427.50 บาท
862,Box Set แฮร์รี่ พอตเตอร์ แบบใหม่,Belle Wallace และคณะ (เบลล์ วอลเลซ),"4,455.00 บาท"
863,ราชินีแห่งความตาย,กองบรรณาธิการนานมีบุ๊คส์,247.50 บาท
864,โลกแห่งมหาศึกชิงบัลลังก์ (ปกแข็ง),จอร์จ อาร์. อาร์. มาร์ติน,"1,120.50 บาท"
865,เงามีชีวิต : ชุดกระจกมนตรา,Cornelia Funke,202.50 บาท
866,อพาร์ตเม้นท์ผีเพี้ยน 1,WAKA MIYAMA (วากะ มิยามะ),58.50 บาท
867,HALF WILD พ่อมดคลั่ง เล่ม 2  (สายเลือดปีศาจ half life),Sally Green,220.50 บาท
868,เพอร์ซีย์ แจ็กสัน กับคำสาปแห่งไททัน,Rick Riordan (ริค ไรออร์แดน),179.10 บาท
869,คอรัลไลน์ Coraline,นีล เกแมน,180.00 บาท
870,Real Dream Online วงแหวนแห่งเมอบิอุส ล.4,lilin,180.00 บาท
871,Real Dream Online วงแหวนแห่งเมอบิอุส ล.5,lilin,180.00 บาท
872,เพอร์ซีย์ แจ็กสัน กับปริศนาเขาวงกต,Rick Riordan (ริค ไรออร์แดน),206.10 บาท
873,Zefreya เซเฟรยา เทพธิดาขาลุย,Finch (ฟินช์),179.10 บาท
874,Unlucky Combo ผมเป็นผู้พิทักษ์โลก แต่อับโชคครับ!,จิ้ง แมลงปีกแข็ง,206.10 บาท
875,The Liar นักเล่าเรื่อง (ลวง),First Water,161.10 บาท
876,Light Spirit วีรบุรุษจำเป็น ศึกการ์เดียน,Black-kitty,202.50 บาท
877,Unit Zink ทีมปฏิบัติการป่วนเฉพาะกิจ,Ring tail,179.10 บาท
878,ยุทธภพออนไลน์ ภ.2 ล.19 ราชันมารสะท้านยุท,ปากกาแดงดำ,243.00 บาท
879,ยุทธภพออนไลน์ ภ.2 ล.20 ราชันมารสะท้านยุท,ปากกาแดงดำ,270.00 บาท
880,ข้านี่แหละจอมโจรแห่งตำนาน 2 ภาคอัญมณีต้องคำสาป,First Water,179.10 บาท
881,Element Online 3.1 มหาเวทออนไลน์อลเวง Ph,MaSaLaN,234.00 บาท
882,ลา ฟลอร่า Novel ล.1,Lady Blue Rose,170.10 บาท
883,Element Online 3.2 มหาเวทออนไลน์อลเวง Ph,MaSaLaN,288.00 บาท
884,Magic World Online โลกออนไลน์ ล.1,Mr.Saka,180.00 บาท
885,Devil Academy โรงเรียนปีศาจ เล่ม 3ไม้กางเขนสีเลือด,หลินจิง,180.00 บาท
886,Sanctity Knight พันธุ์อัศวินป่วนโลก II ภาคมังกรอสูรดาร์คอิงเรม (ปกใหม่),Finch (ฟินช์),180.00 บาท
887,Boxset หัวขโมยแห่งบารามอส (ราคาใหม่),Rabbit,"1,350.00 บาท"
888,Magic World Online โลกออนไลน์ ล.3,Mr.Saka,180.00 บาท
889,มรดกมนตราจากกริมม์,พอลลี่ ชูลมาน,207.00 บาท
890,เมืองกระดาษ Paper Towns,จอห์น กรีน,220.50 บาท
891,The three-body problem ดาวซานถี่ อุบัติการณ์สงครามล้างโลก,หลิวฉือซิน,382.50 บาท
892,เพอร์ซีย์ แจ็กสัน กับอาถรรพ์ทะเลปีศาจ,Rick Riordan (ริค ไรออร์แดน),170.10 บาท
893,จ้าวจตุรทิศ ภาคอาศิรวิษ,รัณ ศยา,288.00 บาท
894,อาร์ทิมิส ฟาล์ว 3 ต.รหัสลับนิรันดร,,216.00 บาท
895,ชุด Box Set The Hunger Games เกมล่าชีวิต ไตรภาค,ซูซานน์ คอลลินส์ (Suzanne Collins),"1,120.50 บาท"
896,Weapon Universe Online 7 ศาสตราจักรวาลออ,Sengjar,198.00 บาท
897,ยุทธภพออนไลน์ 6 ภาคป่วนทวีปใหญ่ ตอนสงครามหยางชุน,ปากกาแดงดำ,225.00 บาท
898,ตุ๊ดทะลุมิติ (พิภพจอมนาง) ล.1,นปภา,234.00 บาท
899,บริษัทพิทักษ์คุณหนูการิน ภารกิจ : หนูน้อยหมวกแดงอาถรรพ์,เนบิวลากับอัยย์,170.10 บาท
900,ยุทธภพออนไลน์ ภ.2 ล.21 ราชันมารสะท้านยุท,ปากกาแดงดำ,261.00 บาท
901,Weapon Universe Online 1 ศาสตราจักรวาลออ,Sengjar,171.00 บาท
902,ตุ๊ดทะลุมิติ (พิภพจอมนาง) เล่ม4,นปภา,252.00 บาท
903,Sanctity Knight พันธุ์อัศวินป่วนโลก I ภาคอัศวินแห่งเบอร์เรี่ยน (ปกใหม่),Finch (ฟินช์),180.00 บาท
904,Boxset โรเซเนีย ROXENIA,minikikaboo,"1,350.00 บาท"
905,Sanctity Knight พันธุ์อัศวินป่วนโลก III ภาคสะพานเชื่อมสามภพ (ปกใหม่),Finch (ฟินช์),189.00 บาท
906,Weapon Universe Online 6 ศาสตราจักรวาลออ,Sengjar,198.00 บาท
907,Secret of The kingความลับแห่งจอมราชันย์,ZeNith,184.50 บาท
908,ฟาห์เรนไฮต์ 451,เรย์ แบรดเบอรี,148.50 บาท
909,THE DRESDEN FILES พายุพิฆาต STORM FRONT,จิม บุทเชอร์,180.00 บาท
910,ท็อดฮันเตอร์ มูน เล่ม 3 : ผู้ล่าดาว,Angie Sage (แอนจี เสจ),265.50 บาท
911,เอเร็ค เร็กซ์ ล.4 ตอนเผชิญเจ้าแห่งการลงทัณฑ์,Kasa Kingsley,315.00 บาท
912,เพชรสังหาร ค.ศ.2000 ล.1,นอร่า โรเบิร์ตส์ เจ ดี ร๊อบบ์,225.00 บาท
913,กระจกไอน์สไตน์,เทพรัตน์ สงเคราะห์,305.10 บาท
914,ไขปริศนาเมืองเอลฟ์,Pieretta Dawn,265.50 บาท
915,Boxset LOST,กัลฐิดา,"1,476.00 บาท"
916,The Draker's Story 1 ตอนพระราชวังแห่งอำนาจ,กัลฐิดา,225.00 บาท
917,กระบี่เทพสังหาร 5,Xiao Ding,233.10 บาท
918,กระบี่เทพสังหาร 8,Xiao Ding,170.10 บาท
919,โรเซนครอยส์(เล่ม10) ภาค พายุแห่งนาเซลดา,Yuki SHIMA (ยูกิ ชิมะ),152.10 บาท
920,เซน จอมเวทอหังการ เล่ม 2,manmanto,315.00 บาท
921,พลังแห่งหมายเลข 6 The Power of Six,Pittacus Lore,296.10 บาท
922,ราชินีสีแดง (RED QUEEN),วิกตอเรีย เอฟยาร์ด,292.50 บาท
923,เอเร็ค เร็กซ์ 3 ความจริงอันยิ่งใหญ่,Kasa Kingsley,265.50 บาท
924,คู่ป่วนสะท้านภพ ล.2,Kula,171.00 บาท
925,ภารกิจรัก สายลับป่วนออนไลน์ ล.12,akeove,261.00 บาท
926,M.House จ้างมา...ป๋าจัดให้ ล.3 เซย์เซลส์,Season Cloud,162.00 บาท
927,DWO 7 การ์ดราชันย์ครองพิภพ ล.3,Season Cloud,261.00 บาท
928,ยุทธภพออนไลน์ ภาค 1 ล.10 กลยุทธ์ป่วนศัตร,ปากกาแดงดำ,225.00 บาท
929,Legend Online เปิดตำนานป่วนออนไลน์ ล.4,MIRROR,315.00 บาท
930,Calendar Castle ล.1 ต.ยามเมื่อหิมะโปรยปราย,กัลฐิดา,288.00 บาท
931,Absolute Zero สืบสยอง เล่ม 3 ศพคืนชีพ,ฝานลั่ว,225.00 บาท
932,ยุทธภพออนไลน์ ภาค 1 ล.13 Eye of Devil Card,ปากกาแดงดำ,225.00 บาท
933,หัตถ์ซ้ายของพระเจ้า ล.2 ต.สี่สิ่งสุดท้าย,"HOFFMAN, PAUL",238.50 บาท
934,เด็กหญิงผู้ท่องไปในแดนมหัศจรรย์ด้วยเรือ,แคเทอรีน เอ็ม. วาเลนเต,180.00 บาท
935,โรงเรียนสยบความกลัว 3,กิตตี้ ดาเนชวารี,162.00 บาท
936,ของตกทอดจากเวลส์,พอลลี่ ชูลมาน,189.00 บาท
937,รักข้ามเวลา 2 เผชิญภัยไพลินน้ำเงิน,เคิร์สติน เกียร์,180.00 บาท
938,เมื่อผมจับพลัดผลูต้องมาเป็นครูในชุดเดรส 3,PRUEKSA AMARUJI / GOIT STUDIO,170.10 บาท
939,ภารกิจรัก สายลับป่วนออนไลน์ ล.11,akeove,252.00 บาท
940,คู่ป่วนสะท้านภพ ล.4,Kula,144.00 บาท
941,DWO 7 การ์ดราชันย์ครองพิภพ ล.2,Season Cloud,225.00 บาท
942,The Draker's Story ล.5 (จบ) โบสถ์แห่งควา,กัลฐิดา,342.00 บาท
943,อวาลอน กับ วิหคเพลิงอมตะ ล.4,The Apex Predator,297.00 บาท
944,Blue Angel นางฟ้าจอมราชัน ล.3 ดินแดนแห่งเอลฟ์,Masato Yu,225.00 บาท
945,Element Online 4.1 มหาเวทออนไลน์อลเวง เฟล 4.1,MaSaLaN,252.00 บาท
946,ยุทธภพออนไลน์ ภาค 1 ล.12,ปากกาแดงดำ,225.00 บาท
947,HOW TO BE GAME IDOL คู่มือเกมไอดอล เล่ม 3 ภาคปฏิบัติ,ล.โลกลัลล้า,333.00 บาท
948,ยุทธภพออนไลน์ ภาค 1 ล.17 ป่วนทวีปใหญ่ ต.เทพอสูรจอมเจ้าเล่ห์,ปากกาแดงดำ,225.00 บาท
949,มนตร์หิมะ,แอนน์ เออร์ซู,162.00 บาท
950,โรงเรียนสยบความกลัว,กิตตี้ ดาเนชวารี,162.00 บาท
951,โรงเรียนสยบความกลัว 2,กิตตี้ ดาเนชวารี,162.00 บาท
952,ดินแดนใต้พิภพ,นีล เกแมน,265.50 บาท
953,รักข้ามเวลา 1 ทับทิมแดงแผลงฤทธิ์,เคิร์สติน เกียร์,180.00 บาท
954,รักข้ามเวลา 3 ปราบพยศมรกตเชียว,เคิร์สติน เกียร์,216.00 บาท
955,เกิดเป็นเด็กตลาด,ปัทมา กลิ่นทอง,144.00 บาท
956,Mobius's Legend ภ.2 ล.3 (ล.จบ) วงแหวนแห่,lilin,170.10 บาท
957,ภาม คนรับจ้างตาย บทที่ 1 คนรับจ้างตาย,อัยย์,152.10 บาท
958,Executional ตำนานวีรบุรุษโลก(ไม่อยาก)จำ,Night Berry,207.00 บาท
959,Dr.Pop's Boys &amp; A Doll บอยส์แอนด์อะดอลล์,ดร.ป๊อบ (Dr.Pop),310.50 บาท
960,เกมนี้ข้าขอเป็นพระเอก เล่ม 2 ตอน ผจญภัยนครผีดิบ,ปากกาแดงดำ,270.00 บาท
961,Magic World Online โลกออนไลน์ ล.2,Mr.Saka,180.00 บาท
962,The Liar นักเล่าเรื่อง (ลวง),First Water,161.10 บาท
963,ลำนำหกพิภพ,พงศ์ศรณ์ ภูมิวัฒน์,355.50 บาท
964,Mobius's Legend ภ.2 ล.2 วงแหวนแห่งสงคราม,lilin,170.10 บาท
965,บ้านต่างสายเลือด,อรเกษม รอดสุทธิ,148.50 บาท
966,Lazy Tale อภินิหารจอมมารอู้ กำเนิดจอมมาร,First Water,170.10 บาท
967,แฮร์รี่ พอตเตอร์ ล.2 แฮร์รี่ พอตเตอร์ กับห้องแห่งความลับ (ฉบับภาษาไทย) (ปกแข็ง),เจ .เค โลลิ่ง,328.50 บาท
968,ท่องโลกจินตนาการแสนสนุก,Emilie Beaumont (เอมีลี โบมง),220.50 บาท
969,พี่สาวสุดซ่า,Jacqueline Wilson,166.50 บาท
970,เซ็ปติมัส ฮีป ปาฏิหาริย์หมายเลขเจ็ด ล.7,Angie Sage (แอนจี เสจ),292.50 บาท
971,ผู้ชนะแห่งตำนาน (CHAMPION),Marie Lu,202.50 บาท
972,Seven Wonders I โคลอสซัสคืนชีพ,ปีเตอร์ ลีแรนกิส,148.50 บาท
973,ชุดการ์ตูนยอดนักสืบจอมโจรลูแปง ตอนเผชิญหน้าเชอร์ล็อก โฮมส์,Maurice Leblanc (มอริส เลอบล็อง),166.50 บาท
974,ศึกวังใต้สมุทร;ผู้พิทักษ์ประวัติศาสตร์,Damian Dibben,175.50 บาท
975,สงครามออนไลน์อลเวง ภาคกำเนิดเนเมซิส ล.2,MaSaLaN,189.00 บาท
976,วีรบุรุษจำเป็น ต.ศึกการ์เดียน,Black-kitty,202.50 บาท
977,ปลายฝน,อรเกษม รอดสุทธิ,139.50 บาท
978,DWO 7 การ์ดราชันย์ครองพิภพ ล.4,Season Cloud,243.00 บาท
979,Dr.Pop's Girls and A Doll (ฉบับปกใหม่),ดร.ป๊อบ (Dr.Pop),238.50 บาท
980,HOW TO BE GAME IDOL คู่มือเกมไอดอล ล.1 ภ,ล.โลกลัลล้า,306.00 บาท
981,Adventure World ภ.2 ล.4 ต.บทสรุปการเดินท,ลูกแมวขาวดำ,161.10 บาท
982,DWO 7 การ์ดราชันย์ครองพิภพ ล.1,Season Cloud,225.00 บาท
983,Zefreya เซเฟรยา เทพธิดาขาลุย,Finch (ฟินช์),179.10 บาท
984,78 ตารางวา,คณา คชา,121.50 บาท
985,Unit Zink ทีมปฏิบัติการป่วนเฉพาะกิจ,Ring tail,179.10 บาท
986,แฮร์รี่ พอตเตอร์ ล.6 กับเจ้าชายเลือดผสม (ลายเซ็นต์) (ปกอ่อน),เจ .เค โลลิ่ง,436.50 บาท
987,นักสืบเทพนิยาย เล่ม 5:อาชญากรเวทมนตร์,Michael Buckley,142.20 บาท
988,หายนะแห่งกรุงโรม;ผู้พิทักษ์ประวัติศาสตร์,Damian Dibben,202.50 บาท
989,ก๊วนป่วนแดนพิศวง ล.5 (8 เล่มจบ),หลินลวี้,189.00 บาท
990,The Girt Who Leapt Through Time ข้ามเวลา,Tsutsui Yosutaka,139.50 บาท
991,แผนลวงของราชา เล่ม 2 ชุด มงกุฏแห่งคาร์เท,Jennifer A. Nielsen,166.50 บาท
992,แฮร์รี่ พอตเตอร์ ล.4 แฮร์รี่ พอตเตอร์ กับถ้วยอัคนี (ฉบับภาษาไทย) (ปกอ่อน),เจ .เค โลลิ่ง,445.50 บาท
993,Unlucky Combo ผมเป็นผู้พิทักษ์โลกแต่อับโชคครับ!,จิ้ง แมลงปีกแข็ง,206.10 บาท
994,Franklin's Mansion ภาค พี่เลี้ยงเด็กฯ,Pink Devil,170.10 บาท
995,Ama no Jyaku รักย้อนแย้ง + CD,Kazuaki Emoto,251.10 บาท
996,แดนภูตพิศวง Fablehaven,Brandon Mull,189.00 บาท
997,เมื่อโวคัลลอยด์อยากเป็นน้องสาวผม,DEADBALL P,251.10 บาท
998,Setsuna Trip เกมเปลี่ยนชะตา,SATSUKI YAMAI,179.10 บาท
999,เซ็ปติมัส ฮีป ปาฏิหาริย์หมายเลขเจ็ด ล.2,Angie Sage (แอนจี เสจ),265.50 บาท
1000,MAOYU จอมมารผู้กล้าจับคู่กู้โลก เล่ม 5 (อีกฝากของเนินเขา อวสาน),Touno Mamare (โทโนะ มามาเระ),251.10 บาท
1001,Box Set ผู้กล้ามากับดวง เล่ม 1-11,ฟุมิกะ ชิมิซึ,"1,475.10 บาท"
1002,เจ้าหญิงทรราช ลำนำอวสานสีทอง,AKU NO P (mothy),251.10 บาท
1003,Duo Librarian II คู่หูบรรณารักษ์สุดป่วน,Ring tail,179.10 บาท
1004,Absolute Zero สืบสยอง เล่ม 4 ศพพิพากษา,ฝานลั่ว,207.00 บาท
1005,การหายตัวไปของฮัตสึเนะ มิคุ (นิยาย),cosMo@bousouP และAga Mimuya,251.10 บาท
1006,ดรุณีดารากับสวรรค์มายา,cosMo@bousouP และ Syuri22,251.10 บาท
1007,รักสิบหน้า,Koji Takamura,251.10 บาท
1008,MAOYU จอมมารผู้กล้าจับคู่กู้โลก3 (นิยาย),Touno Mamare (โทโนะ มามาเระ),251.10 บาท
1009,MAOYU จอมมารผู้กล้าจับคู่กู้โลก4 (นิยาย),Touno Mamare (โทโนะ มามาเระ),251.10 บาท
1010,"Maoyu จอมมารผู้กล้าจับคู่กู้โลก 1 จงเป็นของเราซะเถิด ผู้กล้าเอ๋ย, ""ขอปฏิเสธ""",Touno Mamare (โทโนะ มามาเระ),251.10 บาท
1011,Box Set MAOYU จอมมารผู้กล้าฯ เล่ม 1-5,Touno Mamare (โทโนะ มามาเระ),"1,255.50 บาท"
1012,Maoyu จอมมารผู้กล้าจับคู่กู้โลก 2 การสมคบคิดของสภาศึก,Touno Mamare (โทโนะ มามาเระ),251.10 บาท
1013,ชินเร ตรรกะ...เกมฆาตกรรม,แทน,152.10 บาท
1014,BlaCX ก่อนรุ่งสางคืนรัตติกาลสีแดง,รวมนักเขียน,80.10 บาท
1015,ต้องรอด THE REVENANT,Michael Punke,261.00 บาท
1016,เซวีน่า มหานครแห่งมนตรา 1 ภาคการกลับมาของบุคคลแห่งชะตากรรม,กัลฐิดา,175.50 บาท
1017,โลกใบนี้โคจรรอบกระทะกับหม้อเหล็ก,,112.50 บาท
1018,Box Set นครรัตติกาล 1-6,คาสซานดรา แคลร์,"1,709.10 บาท"
1019,วานาดีสกับราชันกระสุนมนตรา เล่ม 7,Kawaguchi Tsukasa,130.50 บาท
1020,ตัวฉันกับวันสิ้นโลก ล.6,Romeo Tanaka,130.50 บาท
1021,Box Set The Draker's story,กัลฐิดา,"1,440.00 บาท"
1022,Devil Academy โรงเรียนปีศาจ เล่ม1 ตึกเรียนสีเลือด,หลินจิง,180.00 บาท
1023,อย่าห่วงเลยสาวน้อยโลกอยู่ในกำมือผมแล้ว!,Tsuyoshi Nanajoh,144.00 บาท
1024,มันผิดรึไงถ้าใจอยากจะพบรักในดันเจี้ยน เล่ม 7,Fujino Omori (ฟูจิโนะ โอโมริ),189.00 บาท
1025,แฮร์รี่พอตเตอร์ กับ ภาคีนกฟีนิกซ์ เล่ม 5 (ปก 2017),J.K. Rowling (เจ. เค. โรว์ลิง),805.50 บาท
