,book,author,price
1961,Love Mechanics (English version),FADDIST,600.00 บาท
1962,โอตาคุวันสิ้นโลก เล่ม 7 (เล่มจบ)  + Vbox,เหน่วนเหอ (Nuan He),553.50 บาท
1963,โดนชายแท้ข้างห้องชอบ ทำไงดี เล่ม 4 (เล่มจบ),ซีเหอชิงหลิง,360.00 บาท
1964,โดนชายแท้ข้างห้องชอบ ทำไงดี เล่ม 3,ซีเหอชิงหลิง,360.00 บาท
1965,โดนชายแท้ข้างห้องชอบ ทำไงดี เล่ม 1,ซีเหอชิงหลิง,360.00 บาท
1966,โดนชายแท้ข้างห้องชอบ ทำไงดี เล่ม 2,ซีเหอชิงหลิง,360.00 บาท
1967,แมงละเมอ Dreams of the Mayfly,ปราปต์,387.00 บาท
1968,What's thed น้อง? #ใต้กาวน์,I'm Mynt,324.00 บาท
1969,ซากุระในสายลมหนาว เล่ม 2,Bamwoo,379.05 บาท
1970,ผ่ามิติจีบตัวประกอบ เล่ม 3,Mijia,322.05 บาท
1971,ผ่ามิติจีบตัวประกอบ เล่ม 4,Mijia,322.05 บาท
1972,ซากุระในสายลมหนาว เล่ม 1,Bamwoo,379.05 บาท
1973,Lovesick Cancer คุณชายครับ รับพ่อบ้านอีกสักคนไหม (กรกฎ),M.เมาจื่อ,285.00 บาท
1974,Loyal Leo เหินฟ้าลุ้นรักคุณลุงนักบิน (สิงห์),อวี๋เฉินหวน,255.00 บาท
1975,Oโหรัก,banoffypie,252.00 บาท
1976,Beloved,ยอนิม,252.00 บาท
1977,AB love story รักฉบับนี้ไม่ต้องแสดงออก,FADDIST,252.00 บาท
1978,A Love is you เมื่อไอดอลตกหลุมรักผม,Memew,252.00 บาท
1979,ชุด ตัวร้ายก็ต้องทำงานเหมือนกันนะ เล่ม 1-2 (2 เล่มจบ),Somkant,692.10 บาท
1980,ทินกรทอแสง พ.2,ดวินทร์,296.10 บาท
1981,เจ้าชายตัวร้ายพ่ายพายุ,ADALUCKY,521.10 บาท
1982,เพราะข้าเหนื่อยแล้ว...ฝ่าบาท,จิงโจ้น้อย,359.10 บาท
1983,ว่าด้วยจุดจบของการไปช่วยตัวร้าย เล่ม 1,เฟิ่งอวี่เนี่ย,333.00 บาท
1984,รักสัมผัสได้,NooNaa,449.10 บาท
1985,ผมไลฟ์สดเลี้ยงลูกสัตว์ ในยุคระหว่างดวงดาว เล่ม 3,เว่ยเมียวจั้วชาง,387.00 บาท
1986,Office Fire #คุณรันย์ของไป๋,ออเฟียส,387.00 บาท
1987,My voice and your body #เด็กพี่เปีย,AveryPie,279.00 บาท
1988,น้องหลิว...ไหนว่าจะแคสเกม,Kisch,360.00 บาท
1989,The Surrender เพียงจำนนฟ้าดิน เล่ม  2,นุ NU,399.00 บาท
1990,วัตถุโบราณลงเขา เล่ม 1-2 (SET 2 เล่ม),หยวนเหอกู้,630.00 บาท
1991,เติมเต็มหัวใจ -YES OR NO คนที่ใช่ ใครที่ชอบ-,MICHI ICHIHO,216.00 บาท
1992,เสียงเพรียกราคะ,sonia.binggaraboo,261.00 บาท
1993,ลักขณามาลี,นทกร,269.10 บาท
1994,นางร้ายเรื่องนี้จะตีบทแตกไปไหนนะ เล่ม 1,A.P.T,405.00 บาท
1995,ขั้วฟ้าของผม,peachhplease,359.10 บาท
1996,จอมมารก็อยากรู้เช่นกัน เล่ม 2,ซิงเซ่ออวี่อี้,328.50 บาท
1997,จอมมารก็อยากรู้เช่นกัน เล่ม 3,ซิงเซ่ออวี่อี้,333.00 บาท
1998,ลำนำรัตติกาล เล่ม 1-3 (SET 3 เล่มจบ),Mo Zhu,594.00 บาท
1999,เพราะไม่อาจห้ามใจไม่ให้รัก เล่ม 1-2 (SET 2เล่มจบ),Yi Yan Bu Cheng Xia,630.00 บาท
2000,My omega boss,skylover,432.00 บาท
2001,Apple Cider M. #เพียงกลิ่น เล่ม 1-2 (สองเล่มจบ),วาฬกลิ้ง,684.00 บาท
2002,กฎรักพันธะเลือด เล่ม 2 ตอน โรงเรียนทหารอวี้เทียน,อี้ซิวหลัว,404.10 บาท
2003,LIVE ทำอาหารของราชาจอเงิน เล่ม 1,เยี่ยนฉู่,337.50 บาท
2004,Special Project ด้วยความคิดถึง #เดย์อิฐ์,ยอนิม,90.00 บาท
2005,Falling in love ตกหลุมรัก เด็กข้างห้อง,พราวแสงเดือน,198.00 บาท
2006,Again and again,Chomin,135.00 บาท
2007,Eager Gemini อยากได้ต้นฉบับ ก็มารักสิ! (เมถุน),เซี่ยเทียนฉิง,256.50 บาท
2008,Sweety Taurus เตาอบรักที่พักใจ (พฤษภ),ตงหมี,256.50 บาท
2009,อันจื่อหราน คหบดีอันดับหนึ่ง ล.2 (7ล.จบ),Yinya,369.00 บาท
2010,อันจื่อหราน คหบดีอันดับหนึ่ง ล.4 (7ล.จบ),Yinya,369.00 บาท
2011,อันจื่อหราน คหบดีอันดับหนึ่ง ล.1 (7ล.จบ),Yinya,369.00 บาท
2012,อันจื่อหราน คหบดีอันดับหนึ่ง ล.3 (7ล.จบ),Yinya,369.00 บาท
2013,You're my Sunshine คู่เคียงตะวัน,Aiden N Vivienne,242.10 บาท
2014,Plan B รักพี่...ไม่มีหลอก,Pillow Mellow,278.10 บาท
2015,แล้วแต่ดาว เล่ม 1-2 (SET 2 เล่มจบ),peachhplease,449.10 บาท
2016,ทริอาช TRIAGE นิยาย,sammon,314.10 บาท
2017,ใครฆ่าองค์ชายใหญ่ ภาค เติบใหญ่และสิ้นสุด เล่ม 1-2 (SET 2 เล่ม),เดฟฟาเดล,629.10 บาท
2018,เริ่มใหม่กับนายคงไม่เลวร้ายนัก เล่ม 1,Wu Zhe,270.00 บาท
2019,NIGHTMARE ERROR #ฝันร้ายจะกลายเป็นคุณ,wickedwish_,359.10 บาท
2020,Wish you ท่วงทำนองของเธอในใจฉัน,Moving Pictures Company & e-motion studi,405.00 บาท
2021,จิ๋วแต่ไจ๋,Littleskyofme,468.00 บาท
2022,ฟ้า ฝน เป็นใจ,Naoto,450.00 บาท
2023,LIVE IN LOVE รักผ่านไลฟ์,ยอนิม,405.00 บาท
2024,I'm brutally in love with you (SET 3 เล่มจบ),peachhplease,719.10 บาท
2025,มาเยือนทุกคราภรรยาเป็นศพ,Jinlian,242.10 บาท
2026,วิวาห์กระดูก (พิมพ์ครั้งที่ 2),Jinlian,188.10 บาท
2027,ลางสังหรณ์,I-Rain-Yia,386.10 บาท
2028,MY FIVE ELEMENTS are short of YOU เล่ม 3,ซีจื่อซวี่,369.00 บาท
2029,ตัวเล็กสเป็กป๋า,นิลญมณี,449.10 บาท
2030,Please Doctor คุณหมอครับ รับรักผมหน่อย,GrandPine,431.10 บาท
2031,Go back to way เล่ม 1,Aspirin,288.00 บาท
2032,มิติลับชั่วข้ามคืน เล่ม 2,Yan Liang Yu,450.00 บาท
2033,ระบบภารกิจสวมหมวกเขียว เล่ม 2,Xiao Mao Bu Ai Jiao,450.00 บาท
2034,คิมหันต์สุดท้ายของเจ้าชายจิ้งจอก,นายพินต้า,270.00 บาท
2035,ชุด Tough (1-2),คาโอรุ อิวาโมโตะ,468.00 บาท
2036,ปาฏิหาริย์รักซับเวย์,สามดอกจิก,261.00 บาท
2037,RESET การเกิดใหม่ของดวงดาว เล่ม 1-2 (SET 2 เล่มจบ),Crystaljade,701.10 บาท
2038,ท่านอัศวินได้โปรดเลิกมาเมาที่ร้านข้าได้แล้ว เล่ม 1-2 (SET 2 เล่มจบ),Navvip,629.10 บาท
2039,ลิ่วเหยา เล่ม 1,Priest (พีต้า),328.50 บาท
2040,ลิ่วเหยา เล่ม 3,Priest (พีต้า),355.50 บาท
2041,พินัยกรรมกามเทพ ฉ.พิเศษ,Dezair,189.05 บาท
2042,Four Kings Security Diamond in the Rough,Charlie Cochet,293.55 บาท
2043,ผ่ามิติจีบตัวประกอบ เล่ม 2,Mijia,322.05 บาท
2044,ผ่ามิติจีบตัวประกอบ เล่ม 1,Mijia,322.05 บาท
2045,ลิ่วเหยา เล่ม 2,Priest (พีต้า),328.50 บาท
2046,นี่เป็นรักในพรหมลิขิตยังไงล่ะ,Kei Tsukimura (เคย์ สึคิมุระ),216.00 บาท
2047,HuG. ติดกอด (END),@ยัยขี้อ้อน,359.10 บาท
2048,โหย่วซู บันทึกรกัข้ามมิติ เล่ม 7-8 (SET 2เล่มจบ),เฟิงหลิวซูไต (Feng Liu Shu Dai),450.00 บาท
2049,Memory of The Day เล่ม 3,Purun Mulgogi,198.00 บาท
2050,ลิขิตฟ้า ปักษาคู่บัลลังก์ เล่ม 5 (เล่มจบ),Lv Ye Qian He,297.00 บาท
2051,ขุนนางพาร์ตไทม์สุดแกร่งแห่งต้าซ่ง เล่ม 5,La Mian Hua Tang De Tu Zi,405.00 บาท
2052,พี่น้องร่วมสาบานใต้แสงจันทร์อันเจิดจรัส,เจ้อกูฮวน,468.00 บาท
2053,องค์ชายสี่โปรดปรานีข้า,Je'Nean,342.00 บาท
2054,Bluebell,นี่หมวยไง,306.00 บาท
2055,พี่บ้านเลขที่ 61,JackXy WU,333.00 บาท
2056,Yes! Daddy #ติดใจเฮีย,อาเมะซัง,270.00 บาท
2057,MIDNIGHT FEI #ที่สุดของเฟย,Stuff.lilac,531.00 บาท
2058,Without you ปราศจากรัก,Scriper,396.00 บาท
2059,ช่วยทีครับ ใจผมรับคุณมาเฟียไม่ไหว เล่ม 1-2 (SET 2 เล่มจบ),เกว็นโดลิน (Gwendolyn),436.50 บาท
2060,ระบบภารกิจสวมหมวกเขียว เล่ม 1,Xiao Mao Bu Ai Jiao,405.00 บาท
2061,STALKER แอบ หลง รัก เล่ม 1-2 (SET 2 เล่มจบ),Darin,576.00 บาท
2062,มิติลับ ชั่วข้ามคืน เล่ม 1,Yan Liang Yu,432.00 บาท
2063,แล้วนางนวลก็ไม่หวนกลับมา เล่ม 1-2 (SET 2 เล่มจบ),Hui Nan Que,720.00 บาท
2064,Mystery Pisces คุ้มกันหัวใจให้คุณจิตรกร (ราศีมีน),M.เมาจื่อ,256.50 บาท
2065,Shining Aries ฟิตเนสป่วนรักดักใจไอดอล (ราศีเมษ),อวี๋เฉินหวน,229.50 บาท
2066,สองพยัคฆ์ หนึ่งบัลลังก์ เล่ม 4 (ช้างเหาะข้ามแม่น้ำ),Fan Luo (ฝานลั่ว),335.70 บาท
2067,สองพยัคฆ์ หนึ่งบัลลังก์ เล่ม 3 (ตราพยัคฆ์),Fan Luo (ฝานลั่ว),314.10 บาท
2068,เกิดใหม่ทั้งทีไฉนได้บทกระสอบทราย เล่ม 2,canis,404.10 บาท
2069,เกิดใหม่ทั้งทีไฉนได้บทกระสอบทราย เล่ม 1,canis,359.10 บาท
2070,ทะเลสองฤดู,SevenCats,404.10 บาท
2071,Will you divorce me #หย่านะคุณพราน,skylover,449.10 บาท
2072,Melted Honey #ฝากน้ำผึ้งไว้กับหมี,littlebbear96,387.00 บาท
2073,You are my fate #นับเก้าวีนัส,aititun,252.00 บาท
2074,THE MIGRATION สามีที่ดีคือสามีใหม่,zearet17,324.00 บาท
2075,la fleur de lys ไอริชคาร์เตอร์,นอดอ.,279.00 บาท
2076,พนาเดือนสิบสอง,AveryPie,288.00 บาท
2077,ศัสตราอสูร เล่ม 2,Priest (พีต้า),269.10 บาท
2078,ปราบทมิฬ เล่ม 1,เซ่อหรูคง,216.00 บาท
2079,ปราบทมิฬ เล่ม 2 (เล่มจบ),เซ่อหรูคง,216.00 บาท
2080,ตราบนิรันดร์ เล่ม 1,เซ่อหรูคง,216.00 บาท
2081,ตราบนิรันดร์ เล่ม 2 (เล่มจบ),เซ่อหรูคง,216.00 บาท
2082,MY FIVE ELEMENTS ARE SHORT OF YOU เล่ม 2,ซีจื่อซวี่,396.00 บาท
2083,อัศวินดารา STAR KNIGHT เล่ม 9-10 (แพ็คคู่ เล่มจบ),Arise Zhang (เฟยเทียนเย่เสียง),495.00 บาท
2084,เมื่อผมพบรักในเกมออนไลน์ เล่ม 1-2 (2เล่มจบ),Tao Bai Bai,576.00 บาท
2085,MY FIVE ELEMENTS ARE SHORT OF YOU เล่ม 1,ซีจื่อซวี่,396.00 บาท
2086,จอมมารก็อยากรู้เช่นกัน เล่ม 1,ซิงเซ่ออวี่อี้,333.00 บาท
2087,ลิขิตฟ้าปักษาคู่บัลลก์ เล่ม 4 (5 เล่มจบ),Lv Ye Qian He,288.00 บาท
2088,Memory of the Day เล่ม 2,Purun Mulgogi,198.00 บาท
2089,กฎรักพันธะเลือด เล่ม 1 ตอน วิทยาลัยปี้คง,อี้ซิวหลัว,404.10 บาท
2090,ผมอยากหลบหนี,หลินเพ่ย,225.00 บาท
2091,ผมไลฟ์สดเลี้ยงลูกสัตว์ ในยุคระหว่างดวงดาว เล่ม 1 (4 เล่มจบ),เว่ยเมียวจั้วชาง,333.00 บาท
2092,เลื่อมพรายลายหยก เล่ม 1-3 (SET 3 เล่มจบ),ป๋ายเจี้ยจื่อ,"1,080.00 บาท"
2093,หนูจะเอาปะป๊า #เจียฟ้า,Aurora_9,342.00 บาท
2094,มังกรพเนจรคล้อยจันทรา เล่ม 1,เอ๋อร์หย่า (ErYa),315.00 บาท
2095,ท่านพี่ ด้ายแดงนี้ข้าขอคืนให้,letter123,243.00 บาท
2096,CLAIM #พี่นอร์ทเซ็กซี่,saisioo,270.00 บาท
2097,นิทานตุ๊กตา (คุณหมีปาฏิหาริย์ ภาคพิเศษ),พีรณัฐ,189.00 บาท
2098,เรียกเหมียวๆ ประเดี๋ยวรักก็มา,BELLE,360.00 บาท
2099,คชาพายัพ,rolisrose,297.00 บาท
2100,เมื่อยมทูตเดบิวต์เป็นเซนเตอร์ เล่ม 2,จินเฝ่ย,324.00 บาท
2101,เมื่อยมทูตเดบิวต์เป็นเซนเตอร์ เล่ม 1,จินเฝ่ย,324.00 บาท
2102,ขุนนางพาร์ตไทม์สุดแกร่งแห่งต้าซ่ง เล่ม 4,La Mian Hua Tang De Tu Zi,423.00 บาท
2103,ชุดวิธีการปราบผีที่ถูกต้อง (แพ็คชุด ฉบับนิยายและการ์ตูน),Kuro Hyou,495.00 บาท
2104,ชุด โหย่วซู บันทึกรักข้ามมิติ (เล่ม 5-6),เฟิงหลิวซูไต (Feng Liu Shu Dai),450.00 บาท
2105,ไม่ได้ชื่อโบ้,25.15.66,369.00 บาท
2106,เอาพี่ไหมมาโนช,Littleskyofme,342.00 บาท
2107,THE GENTLEMAN #อาชัญอัยยา,mmcpisces,359.10 บาท
2108,ชุด ชายาใบ้ (เล่ม 2-3 จบ) (ฉบับพิมพ์ครั้งที่ 2),Qiang Tang,817.20 บาท
2109,ก็จะดื้อ (Omegaverse) เล่ม 1-2 (SET 2เล่มจบ),Oiimaps,503.10 บาท
2110,Out of tune เล่ม 1-3 (SET 3เล่มจบ) พิมพ์ครั้งที่ 2,Wu Zhe,"1,080.00 บาท"
2111,VAMPIRE THE NIGHT เสน่หารัตติกาล,zearet17,350.10 บาท
2112,ในสีนั้น ฉันเก็บเธอเอาไว้,Zezeho/Melt/คุณผู้หญิง/Laliette/เฟิ่งอวี,355.50 บาท
2113,ลิขิตฟ้าปักษาคู่บัลลังก์ เล่ม 3 (5 เล่มจบ),Lv Ye Qian He,270.00 บาท
2114,เกมฝันร้าย ภาค สู่จุดเริ่มต้น เล่ม 3 (เล่มจบ),Bo Mu Bing Lun,351.00 บาท
2115,หนุ่มหล่อขอแต่งเมด (เล่มเดียวจบ),MAMITA,135.00 บาท
2116,สารบัญชุมนุมปีศาจ เล่ม 3 ตอน พ้นด่านหยางประจิมไปไร้เงามิตร,Arise Zhang (เฟยเทียนเย่เสียง),477.00 บาท
2117,Memory of the Day Vol.1,Purun Mulgogi,198.00 บาท
2118,COLD CASE REBOOT ไขคดีปริศนา แฟ้มคดีลำดับที่ 04 : ปริศนาคดีปล้มอัญมณี,ฝานลั่ว,342.00 บาท
2119,มนบุหลัน LUNAR ECLIPSE,นทกร,359.10 บาท
2120,ตำนานรักบุปผาแดง,LuaAimei,441.00 บาท
2121,บุปผาราชสีห์ เล่ม 1-2 (SET 2 เล่มจบ),KU_RO,702.00 บาท
2122,ผมอยากเป็นเหยื่อของนายท่าน,หมีเตี๋ยสือซานเซียง,225.00 บาท
2123,ซ้อนศกุน,melt,225.00 บาท
2124,When We Fall In Love,LALIETTE,441.00 บาท
2125,กฎรักพันธนาการหัวใจ เล่ม 1-2 เล่ม (SET 2 เล่มจบ),Mo Qing Cheng,468.00 บาท
2126,ลิขิตฟ้า ปักษาคู่บัลลังก์ เล่ม 2 (5 เล่มจบ),Lv Ye Qian He,288.00 บาท
2127,ฝ่ากฎรักต่างโลก เล่ม 3 (เล่มจบ) ฉบับแก้ไข,เจียวถังตงกวา (Jiao Tang Dong Gua),203.00 บาท
2128,ฝ่ากฎรักต่างโลก เล่ม 3 (เล่มจบ) + Vbox,เจียวถังตงกวา (Jiao Tang Dong Gua),657.00 บาท
2129,เหนือวายุ,cincere,323.10 บาท
2130,อุบายกินรา,Iittlebbear96,386.10 บาท
2131,คุณนิรันดร์,cincere,323.10 บาท
2132,Love Machanics กลรักรุ่นพี่ 1,FADDIST,405.00 บาท
2133,เจ้าของตะวัน,ninedecember,234.00 บาท
2134,สวรรค์ประทานพร นิยาย เล่ม 2,โม่เซียงถงซิ่ว,342.00 บาท
2135,ทะลุมิติไปเป็นเพื่อนสมัยเด็กของหวานใจในนิยาย เล่ม 2,Qiezaishanyang,432.00 บาท
2136,ทะลุมิติไปเป็นเพื่อนสมัยเด็กของหวานใจในนิยาย เล่ม 1,Qiezaishanyang,432.00 บาท
2137,เพราะรักนี้ไม่ใช่เรื่องบังเอิญ (ล.1-2),Yi Yan Bu Cheng Xia,378.00 บาท
2138,ศัสตราอสูร เล่ม 1,Priest (พีต้า),287.10 บาท
2139,หวานใจในหนังสยองขวัญ เล่ม 1,Jiang Zhi Yu,398.05 บาท
2140,Four Kings Security Join the club 3,Charlie Cochet,293.55 บาท
2141,หวานใจในหนังสยองขวัญ เล่ม 3 (จบ),Jiang Zhi Yu,417.05 บาท
2142,หวานใจในหนังสยองขวัญ เล่ม 2,Jiang Zhi Yu,417.05 บาท
2143,ลูกพีชทานสด,HAMSTER,360.00 บาท
2144,Put me in your mouth #มอมเมาคุณ,Scriper,369.00 บาท
2145,ระยะเมาเหมียนหมา,ซินเอ๋อร์,378.00 บาท
2146,ให้มันจบที่ห้องเรา,saisioo,306.00 บาท
2147,เหตุผลของโอเมก้าลูกสาม,zearet17,369.00 บาท
2148,เพราะรักเธอผู้ทุกข์ใจ,Yuu Nagira (ยู นางิระ),216.00 บาท
2149,หนึ่งปรารถนาสามชาติภพ เล่ม 2 (3 เล่มจบ) (ฉบับพิมพ์ครั้งที่2),Su hen,405.00 บาท
2150,หนึ่งปรารถนาสามชาติภพ เล่ม 1 (3 เล่มจบ),Su hen,405.00 บาท
2151,หนึ่งปรารถนาสามชาติภพ เล่ม 3 (เล่มจบ),Su hen,405.00 บาท
2152,ม่อนเมิงมาง,กันต์พิชญ์,351.00 บาท
2153,ความรักทำมุมสององศา,ดวินทร์,351.00 บาท
2154,เกมฝันร้าย ภาค สู่จุดเริ่มต้น เล่ม 2,Bo Mu Bing Lun,342.00 บาท
2155,อัศวินดารา เล่ม 7-8 (แพ็คคู่),Arise Zhang (เฟยเทียนเย่เสียง),450.00 บาท
2156,ยอดชายาเคียงหทัย เล่ม 3 (เล่มจบ),Lu Ye Qian He,288.00 บาท
2157,ถ้าพูดขนาดนั้นเดี๋ยวฉันจัดให้,NIYAMA,130.50 บาท
2158,ใครว่าข้าแกล้งอ้วนฮึ เล่ม 1,ปู๋ซื่อเฟิงต้ง,337.50 บาท
2159,น้ำนิ่งของภูวา,GINIE - จีนีย์,243.00 บาท
2160,สภาวะลืมรัก,ฅนถ่อย,341.10 บาท
2161,อ้อมกอดของท้องฟ้า,ดวินทร์,314.10 บาท
2162,ชายาใบ้ เล่ม 1 (ฉบับพิมพ์ครั้งที่ 2),Qiang Tang,404.10 บาท
2163,MUSIC BOX กล่องดนตรี,RIBBINBO,278.10 บาท
2164,ผมเกิดใหม่เป็นไอ้จ้อนของพระเอก,พี่เต๋าจะพาไปกินนม,413.10 บาท
2165,ภรรยาผมดุมาก,Navvip,504.00 บาท
2166,โลมพิกุล,ไรท์เอ็ม,369.00 บาท
2167,กลิ่นกฤษณาสื่อรักข้ามภพ,สืออู่ (Shi Wu),251.10 บาท
2168,แม่ทัพซ่อนลายกับสหายลึกลับ,Mei Ba Cha (เหมยปาชา),198.00 บาท
2169,กับดักวสันต์,Mei Ba Cha (เหมยปาชา),216.00 บาท
2170,เพราะรักอาจไม่เพียงพอ เล่ม 1-2 (SET 2 เล่มจบ),Yi Yan Bu Cheng Xia,594.00 บาท
2171,ลิขิตฟ้า ปักษาคู่บัลลังก์ เล่ม 1 ( 5 เล่มจบ),Lv Ye Qian He,288.00 บาท
2172,ซ้อของเฮียสี่,นทกร,369.00 บาท
2173,Don't Peek #พีคไหมพ่อ,AveryPie,333.00 บาท
2174,SCRIPT THE LIFE,Ry-ne,440.10 บาท
2175,233 วัน เกิดใหม่เป็นแฮมสเตอร์ เล่ม 3,Yi Shu,455.05 บาท
2176,233 วัน เกิดใหม่เป็นแฮมสเตอร์ เล่ม 4 (จบ),Yi Shu,464.55 บาท
2177,เกิดใหม่อีกครั้งก็ยังห้าวไม่เลิก,BTAWA,359.10 บาท
2178,ตัวนิดของคุณใหญ่,ละลิ,431.10 บาท
2179,อุ่นใจใกล้กัณฐ์ Tossakan the Series เล่ม 1-2 (ชุด 2 เล่ม),Karinrumpa,737.10 บาท
2180,ขุนนางพาร์ตไทม์สุดแกร่งแห่งต้าซ่ง เล่ม 3,La Mian Hua Tang De Tu Zi,423.00 บาท
2181,ยอดชายาเคียงหทัย เล่ม 2,Lu Ye Qian He,288.00 บาท
2182,ผมเกิดใหม่เป็นแมวของนายไฮโซ,E-perh,431.10 บาท
2183,โหย่วซู บันทึกรักข้ามมิติ เล่ม 3-4 (ชุดสองเล่ม),เฟิงหลิวซูไต (Feng Liu Shu Dai),486.00 บาท
2184,ถ้าโฮสต์โง่ เราจะตายกันหมด,ซินเอ๋อร์,324.00 บาท
2185,HEY BRO! พี่(รหัส)ครับ,JiaoYe,341.10 บาท
2186,The Crown หัวใจกบฏ,I'm Mynt,243.00 บาท
2187,ฮันนี่มินิสเกิร์ต,วาฬกลิ้ง,378.00 บาท
2188,la pluie ฝนตกครั้งนั้นฉันรักเธอ,Eddy,324.00 บาท
2189,สองพยัคฆ์ หนึ่งบัลลังก์ เล่ม 2 หยกเกี่ยววิญญาณ,Fan Luo (ฝานลั่ว),355.50 บาท
2190,หมาป่าน้อยของนายซุป'ตาร์ เล่ม 1,เสี้ยวเสี้ยวเม้ย,252.00 บาท
2191,หมาป่าน้อยของนายซุป'ตาร์ เล่ม 4 (เล่มจบ),เสี้ยวเสี้ยวเม้ย,243.00 บาท
2192,หมาป่าน้อยของนายซุป'ตาร์ เล่ม 2,เสี้ยวเสี้ยวเม้ย,270.00 บาท
2193,หมาป่าน้อยของนายซุป'ตาร์ เล่ม 3,เสี้ยวเสี้ยวเม้ย,261.00 บาท
2194,CRUSH ON (BROTHER) TAKE ME TO YOU,SmallWorld3me,341.10 บาท
2195,ห้วงเพลงรักประดับดาว,Shuo xiao fang,270.00 บาท
2196,HONEY TRAP #ชานนท์รสน้ำผึ้ง,wickedwish_,135.00 บาท
2197,บัลลังก์ทอง,Blueฯ,359.10 บาท
2198,SCUM ต่ำตม,Newpiney,359.10 บาท
2199,แกล้งร้าย ให้รัก เล่ม 1-2 (ชุด 2 เล่มจบ),Yi Yan Bu Cheng Xia,396.00 บาท
2200,ล่ารักต้องสาป เล่ม 2 (เล่มจบ),Damjuckdan,315.00 บาท
2201,ยอดชายาเคียงหทัย เล่ม 1,Lu Ye Qian He,288.00 บาท
2202,นายท่านครับโปรดรักผมแรงๆ,อี้ซิวหลัว,387.00 บาท
2203,ยุทธภพกว้างใหญ่ถึงเพียงนี้ เล่ม 1-2,อวี่เชี่ยวหลานชาน (Yu Xizo Lan Shan),855.00 บาท
2204,รักครั้งนี้ผมไม่พลาด,ยอนิม,306.00 บาท
2205,จิ้งจอกหิมะกับการเป็นภรรยาฝึกหัด,littlebbear96,432.00 บาท
2206,ฮักกันบ่ได้ดอก,Littleskyofme,333.00 บาท
2207,ดวงใจในปารุสก์,แม่นาย,270.00 บาท
2208,เกียร์สีขาวกับกาวน์สีฝุ่น BoxSet (1-3),นายพินต้า,"1,215.00 บาท"
2209,Boxset ประพันธ์รัก,บุหลันคราม,"1,034.10 บาท"
2210,ชุด ประพันธ์รัก (2 เล่มจบ),บุหลันคราม,863.10 บาท
2211,วันๆ ของจิ้งจอกลูกสองก็แบบนี้แหละ,Middle97,386.10 บาท
2212,แสนคำนึง,กระต่ายใต้เงาจันทร์,314.10 บาท
2213,อรุณรุ่ง METANOIA,นทกร,323.10 บาท
2214,ใช่ครับ...ผมเป็นเด็กเสี่ย เล่ม 1-2 (2 เล่มจบ),นางสาวผอบ,890.10 บาท
2215,สมุดพกของปีศาจลวงฝัน เล่ม 1-2 (2 เล่ม),D-Dindin,719.10 บาท
2216,เริ่มต้นใหม่ใน 30 วัน 30 days of us,zearet17,359.10 บาท
2217,ร้อยเล่ห์พยัคฆ์ผูกชะตา,ลูซิน,445.55 บาท
2218,233 วัน เกิดใหม่เป็นแฮมสเตอร์ เล่ม 1,Yi Shu,479.00 บาท
2219,Rivalry of The Two Gentlemen,anonymouslycat,388.55 บาท
2220,233 วัน เกิดใหม่เป็นแฮมสเตอร์ เล่ม 2,Yi Shu,479.00 บาท
2221,หวนคู่เคียงนิรันดร์ เล่ม 1,จุ้ยโหย่วเหอฝาง,306.00 บาท
2222,หวนคู่เคียงนิรันดร์ เล่ม 3 (จบ),จุ้ยโหย่วเหอฝาง,306.00 บาท
2223,หวนคู่เคียงนิรันดร์ เล่ม 2,จุ้ยโหย่วเหอฝาง,306.00 บาท
2224,ทะเลเคียงใจ,BELLE,297.00 บาท
2225,บันทึกทาสรักผู้ภักดี,YOU XIAO LING,323.10 บาท
2226,โหย่วซู บันทึกรักข้ามมิติ เล่ม 1-2 (ชุดสองเล่ม),เฟิงหลิวซูไต (Feng Liu Shu Dai),450.00 บาท
2227,เกมฝันร้าย ภาคสู่จุดเริ่มต้น เล่ม 1,Bo Mu Bing Lun,333.00 บาท
2228,สารบัญชุมนุมปีศาจ เล่ม 2 ตอน ลมวสันต์มิแทรกผ่านด่านอวี้เหมิน,Arise Zhang (เฟยเทียนเย่เสียง),450.00 บาท
2229,ครองฝัน เล่ม 6 (เล่มจบ),Arise Zhang (เฟยเทียนเย่เสียง),387.00 บาท
2230,เกียร์สีขาวกับกาวน์สีฝุ่น ภาค 1,นายพินต้า,270.00 บาท
2231,เกียร์สีขาวกับกาวน์สีฝุ่น ภาค 2,นายพินต้า,315.00 บาท
2232,เกียร์สีขาวกับกาวน์สีฝุ่น ภาค 3,นายพินต้า,315.00 บาท
2233,เกิดใหม่เป็นภรรยาของพระรองอาภัพรัก,Just a moment,328.50 บาท
2234,"NOT TODAY, but some SPRING DAY",cloudonthewood,341.10 บาท
2235,ขอผีอยู่ด้วยนะ,MeanNania,314.10 บาท
2236,เทียนซือ คู่ป่วนผจญวิญญาณ ภาค 3,ฝานลั่ว,396.00 บาท
2237,COLD CASE REBOOT ไขคดีปริศนา แฟ้มคดีลำดับที่ 03: ซิมโฟนีสีดำ,ฝานลั่ว,351.00 บาท
2238,สมุดพกของปีศาจลวงฝัน,D-Dindin,944.10 บาท
2239,Sugar Baby #หลงรวีร์,saisioo,252.00 บาท
